FECHA, HORA, LATITUD, LONGITUD, SATELITES, PRECISION, AGE, TEMPERATURA_BMP, PRESION_BMP, ALTITUD_BMP, CO2, TVOC, HUMEDAD_DHT, TEMPERATURA_DHT, LUZ_TSL, LUZ_UV
25/1/2021, 11:36:12, 43.220711, -2.018533, 10, 136, 903, 22.89, 1004.21, 7.51, 416, 2, 44.80, 23.40, 796, 2, 
25/1/2021, 11:36:31, 43.220730, -2.018634, 10, 138, 914, 22.90, 1004.24, 7.19, 411, 1, 44.80, 23.40, 763, 0, 
25/1/2021, 11:36:50, 43.220707, -2.018582, 10, 117, 928, 22.92, 1004.23, 7.31, 411, 1, 44.90, 23.40, 755, 4, 
25/1/2021, 11:37:9, 43.220718, -2.018624, 10, 139, 53, 22.90, 1004.25, 7.14, 411, 1, 45.00, 23.40, 723, 4, 
25/1/2021, 11:37:28, 43.220730, -2.018625, 8, 139, 67, 22.89, 1004.22, 7.41, 416, 2, 44.80, 23.40, 732, 2, 
25/1/2021, 11:37:47, 43.220711, -2.018551, 9, 152, 76, 22.87, 1004.25, 7.12, 411, 1, 45.00, 23.40, 724, 5, 
25/1/2021, 11:38:6, 43.220753, -2.018606, 9, 152, 92, 22.90, 1004.23, 7.30, 416, 2, 44.90, 23.40, 708, 0, 
25/1/2021, 11:38:25, 43.220760, -2.018561, 9, 123, 108, 22.91, 1004.23, 7.31, 411, 1, 44.80, 23.30, 700, 3, 
25/1/2021, 11:38:44, 43.220753, -2.018515, 9, 129, 123, 22.88, 1004.24, 7.21, 421, 3, 45.00, 23.40, 677, 4, 
25/1/2021, 11:39:3, 43.220737, -2.018486, 8, 140, 138, 22.89, 1004.22, 7.31, 411, 1, 44.90, 23.30, 653, 0, 
25/1/2021, 11:39:22, 43.220779, -2.018551, 9, 140, 151, 22.88, 1004.27, 6.98, 427, 4, 44.80, 23.30, 629, 0, 
25/1/2021, 11:39:41, 43.220760, -2.018484, 10, 131, 57, 22.87, 1004.25, 7.16, 411, 1, 44.90, 23.30, 605, 2, 
25/1/2021, 11:40:0, 43.220840, -2.018558, 10, 141, 69, 22.89, 1004.25, 7.14, 408, 1, 44.90, 23.30, 572, 0, 
25/1/2021, 11:40:19, 43.220844, -2.018545, 8, 156, 89, 22.88, 1004.23, 7.27, 411, 1, 45.00, 23.30, 548, 0, 
25/1/2021, 11:40:38, 43.220863, -2.018530, 8, 155, 106, 22.87, 1004.26, 7.02, 411, 1, 44.90, 23.30, 541, 2, 
25/1/2021, 11:40:57, 43.220867, -2.018529, 9, 132, 115, 22.86, 1004.29, 6.77, 421, 3, 45.10, 23.30, 534, 0, 
25/1/2021, 11:41:16, 43.220818, -2.018460, 10, 112, 123, 22.84, 1004.30, 6.72, 416, 2, 45.00, 23.20, 501, 0, 
25/1/2021, 11:41:35, 43.220825, -2.018499, 9, 137, 142, 22.83, 1004.32, 6.56, 416, 2, 45.00, 23.20, 493, 0, 
25/1/2021, 11:41:54, 43.220818, -2.018457, 9, 137, 160, 22.83, 1004.32, 6.55, 411, 1, 45.20, 23.20, 486, 0, 
25/1/2021, 11:42:13, 43.220764, -2.018488, 8, 143, 176, 22.85, 1004.30, 6.72, 411, 1, 45.20, 23.20, 478, 2, 
25/1/2021, 11:42:32, 43.220783, -2.018541, 9, 144, 184, 22.84, 1004.31, 6.62, 408, 1, 45.20, 23.20, 446, 2, 
25/1/2021, 11:42:51, 43.220757, -2.018521, 9, 133, 198, 22.87, 1004.35, 6.31, 411, 1, 45.10, 23.20, 438, 5, 
25/1/2021, 11:43:10, 43.220791, -2.018557, 8, 144, 215, 22.85, 1004.36, 6.24, 408, 1, 45.20, 23.20, 431, 0, 
25/1/2021, 11:43:29, 43.220757, -2.018506, 9, 145, 224, 22.84, 1004.36, 6.24, 411, 1, 45.10, 23.10, 398, 0, 
25/1/2021, 11:43:48, 43.220711, -2.018464, 8, 145, 244, 22.84, 1004.34, 6.42, 421, 3, 45.20, 23.20, 390, 3, 
25/1/2021, 11:44:7, 43.220711, -2.018490, 9, 145, 259, 22.83, 1004.36, 6.23, 416, 2, 45.10, 23.10, 383, 0, 
25/1/2021, 11:44:26, 43.220703, -2.018498, 9, 159, 273, 22.86, 1004.36, 6.21, 408, 1, 45.20, 23.10, 367, 0, 
25/1/2021, 11:44:45, 43.220745, -2.018523, 9, 161, 287, 22.88, 1004.38, 6.06, 400, 0, 45.10, 23.10, 359, 0, 
25/1/2021, 11:45:4, 43.220772, -2.018523, 10, 111, 294, 22.84, 1004.36, 6.19, 417, 2, 45.20, 23.10, 343, 5, 
25/1/2021, 11:45:23, 43.220783, -2.018520, 9, 136, 311, 22.84, 1004.42, 5.75, 409, 1, 45.30, 23.10, 326, 0, 
25/1/2021, 11:45:42, 43.220818, -2.018554, 8, 212, 331, 22.83, 1004.39, 5.92, 409, 1, 45.20, 23.10, 352, 0, 
25/1/2021, 11:46:1, 43.220806, -2.018540, 9, 148, 341, 22.82, 1004.41, 5.82, 409, 1, 45.20, 23.10, 335, 0, 
25/1/2021, 11:46:20, 43.220814, -2.018592, 9, 137, 352, 22.82, 1004.45, 5.48, 414, 2, 45.20, 23.10, 335, 0, 
25/1/2021, 11:46:39, 43.220802, -2.018589, 10, 148, 369, 22.83, 1004.38, 6.07, 417, 2, 45.30, 23.10, 335, 4, 
25/1/2021, 11:46:58, 43.220905, -2.018730, 9, 149, 382, 22.83, 1004.41, 5.75, 409, 1, 45.40, 23.10, 335, 0, 
25/1/2021, 11:47:17, 43.220959, -2.018793, 9, 287, 394, 22.84, 1004.40, 5.85, 435, 5, 45.30, 23.00, 335, 0, 
25/1/2021, 11:47:36, 43.221104, -2.019003, 7, 311, 419, 22.82, 1004.42, 5.74, 422, 3, 45.30, 23.10, 352, 3, 
25/1/2021, 11:47:55, 43.221024, -2.018955, 10, 110, 422, 22.83, 1004.41, 5.77, 422, 3, 45.40, 23.10, 368, 1, 
25/1/2021, 11:48:14, 43.220943, -2.018913, 10, 162, 434, 22.80, 1004.40, 5.86, 426, 3, 45.40, 23.00, 385, 0, 
25/1/2021, 11:48:33, 43.220901, -2.018854, 10, 146, 453, 22.81, 1004.42, 5.72, 417, 2, 45.40, 23.00, 359, 3, 
25/1/2021, 11:48:52, 43.221004, -2.018992, 10, 109, 463, 22.79, 1004.44, 5.55, 422, 3, 45.40, 23.00, 359, 0, 
25/1/2021, 11:49:11, 43.220943, -2.018892, 10, 139, 477, 22.78, 1004.39, 5.95, 414, 2, 45.40, 23.00, 376, 3, 
25/1/2021, 11:49:30, 43.220898, -2.018854, 10, 135, 494, 22.81, 1004.41, 5.80, 409, 1, 45.40, 23.00, 376, 0, 
25/1/2021, 11:49:49, 43.220825, -2.018700, 10, 135, 507, 22.81, 1004.42, 5.74, 417, 2, 45.50, 23.00, 376, 5, 
25/1/2021, 11:50:8, 43.220798, -2.018638, 10, 123, 518, 22.81, 1004.41, 5.83, 414, 2, 45.40, 22.90, 376, 0, 
25/1/2021, 11:50:27, 43.220776, -2.018551, 9, 138, 537, 22.78, 1004.42, 5.73, 422, 3, 45.50, 23.00, 376, 0, 
25/1/2021, 11:50:46, 43.220757, -2.018529, 9, 122, 540, 22.78, 1004.40, 5.87, 417, 2, 45.50, 23.00, 376, 0, 
25/1/2021, 11:51:5, 43.220737, -2.018501, 10, 111, 561, 22.78, 1004.41, 5.78, 409, 1, 45.30, 22.90, 359, 0, 
25/1/2021, 11:51:24, 43.220711, -2.018435, 9, 119, 578, 22.78, 1004.41, 5.79, 406, 0, 45.40, 22.90, 359, 0, 
25/1/2021, 11:51:43, 43.220703, -2.018414, 10, 108, 589, 22.77, 1004.41, 5.78, 409, 1, 45.60, 22.90, 368, 0, 
25/1/2021, 11:52:2, 43.220707, -2.018426, 10, 135, 603, 22.79, 1004.42, 5.75, 409, 1, 45.50, 22.90, 352, 1, 
25/1/2021, 11:52:21, 43.220718, -2.018445, 9, 146, 619, 22.81, 1004.43, 5.64, 409, 1, 45.60, 22.90, 319, 6, 
25/1/2021, 11:52:40, 43.220718, -2.018465, 9, 152, 635, 22.79, 1004.39, 5.93, 403, 0, 45.50, 22.90, 303, 1, 
