FECHA, HORA, LATITUD, LONGITUD, SATELITES, PRECISION, AGE, TEMPERATURA_BMP, PRESION_BMP, ALTITUD_BMP, CO2, TVOC, HUMEDAD_DHT, TEMPERATURA_DHT, LUZ_TSL, LUZ_UV
26/1/2021, 9:0:46, 43.220608, -2.017636, 6, 124, 131, 6.42, 1016.10, -91.91, 400, 0, 76.90, 6.10, 2132, 4, 
26/1/2021, 9:1:5, 43.220608, -2.017632, 6, 125, 51, 6.33, 1016.10, -91.86, 410, 1, 78.30, 5.70, 2149, 10, 
26/1/2021, 9:1:24, 43.220608, -2.017629, 6, 125, 62, 6.10, 1016.17, -92.48, 406, 0, 79.50, 5.60, 2165, 4, 
26/1/2021, 9:1:43, 43.220612, -2.017623, 6, 125, 77, 5.78, 1016.19, -92.66, 402, 0, 81.40, 5.60, 2165, 6, 
26/1/2021, 9:2:2, 43.220608, -2.017618, 6, 125, 87, 5.51, 1016.23, -92.97, 403, 0, 81.50, 5.50, 2165, 8, 
26/1/2021, 9:2:21, 43.220612, -2.017615, 6, 126, 97, 5.23, 1016.17, -92.54, 400, 0, 82.20, 5.50, 2191, 8, 
26/1/2021, 9:2:40, 43.220612, -2.017614, 6, 126, 109, 5.07, 1016.19, -92.70, 405, 0, 81.80, 5.40, 2191, 4, 
26/1/2021, 9:2:59, 43.220615, -2.017624, 6, 126, 121, 5.03, 1016.16, -92.42, 410, 1, 82.90, 5.30, 2191, 8, 
26/1/2021, 9:3:18, 43.220600, -2.017633, 6, 126, 129, 4.94, 1016.20, -92.73, 406, 0, 83.50, 5.30, 2216, 9, 
26/1/2021, 9:3:37, 43.220600, -2.017629, 6, 126, 142, 4.91, 1016.19, -92.63, 400, 0, 83.80, 5.30, 2233, 8, 
26/1/2021, 9:3:56, 43.220604, -2.017620, 6, 127, 151, 4.92, 1016.19, -92.63, 400, 0, 83.50, 5.30, 2233, 3, 
26/1/2021, 9:4:15, 43.220608, -2.017619, 6, 127, 162, 4.83, 1016.23, -93.03, 405, 0, 84.00, 5.20, 2233, 3, 
26/1/2021, 9:4:34, 43.220612, -2.017620, 6, 127, 174, 4.67, 1016.18, -92.63, 400, 0, 85.10, 5.10, 2265, 5, 
26/1/2021, 9:4:53, 43.220612, -2.017624, 6, 127, 184, 4.67, 1016.21, -92.81, 408, 1, 86.40, 5.00, 2265, 3, 
26/1/2021, 9:5:12, 43.220604, -2.017627, 6, 128, 193, 4.65, 1016.18, -92.54, 410, 1, 87.60, 5.00, 2282, 4, 
26/1/2021, 9:5:31, 43.220596, -2.017635, 6, 128, 208, 4.57, 1016.16, -92.40, 418, 2, 88.50, 5.00, 2282, 3, 
26/1/2021, 9:5:50, 43.220592, -2.017638, 6, 128, 218, 4.54, 1016.21, -92.80, 414, 2, 88.50, 4.90, 2298, 8, 
26/1/2021, 9:6:9, 43.220592, -2.017629, 6, 129, 227, 4.59, 1016.20, -92.78, 410, 1, 87.90, 4.90, 2315, 5, 
26/1/2021, 9:6:28, 43.220589, -2.017625, 6, 129, 234, 4.54, 1016.18, -92.62, 410, 1, 88.30, 4.90, 2331, 8, 
26/1/2021, 9:6:47, 43.220581, -2.017631, 6, 129, 249, 4.59, 1016.14, -92.54, 408, 1, 88.40, 4.80, 2348, 4, 
26/1/2021, 9:7:6, 43.220585, -2.017636, 6, 129, 261, 4.64, 1016.18, -92.59, 405, 0, 88.40, 4.80, 2381, 7, 
26/1/2021, 9:7:25, 43.220592, -2.017638, 6, 130, 271, 4.57, 1016.18, -92.59, 411, 1, 89.70, 4.80, 2388, 3, 
26/1/2021, 9:7:44, 43.220592, -2.017635, 6, 130, 279, 4.45, 1016.16, -92.38, 400, 0, 88.70, 4.70, 2437, 4, 
26/1/2021, 9:8:3, 43.220596, -2.017629, 6, 130, 291, 4.39, 1016.16, -92.43, 408, 1, 88.00, 4.70, 2461, 3, 
26/1/2021, 9:8:22, 43.220600, -2.017635, 6, 131, 301, 4.39, 1016.20, -92.73, 403, 0, 86.60, 4.50, 2485, 3, 
26/1/2021, 9:8:41, 43.220604, -2.017636, 6, 131, 312, 4.35, 1016.15, -92.31, 403, 0, 87.70, 4.60, 2534, 6, 
26/1/2021, 9:9:0, 43.220604, -2.017632, 6, 131, 319, 4.37, 1016.17, -92.49, 400, 0, 89.00, 4.60, 2558, 7, 
26/1/2021, 9:9:19, 43.220592, -2.017623, 6, 132, 334, 4.30, 1016.22, -92.90, 416, 2, 89.20, 4.50, 2582, 6, 
26/1/2021, 9:9:38, 43.220585, -2.017624, 6, 132, 342, 4.23, 1016.19, -92.64, 418, 2, 90.20, 4.40, 2615, 6, 
26/1/2021, 9:9:57, 43.220585, -2.017617, 6, 132, 353, 4.26, 1016.21, -92.82, 407, 1, 90.10, 4.40, 2639, 8, 
26/1/2021, 9:10:16, 43.220592, -2.017617, 6, 133, 365, 4.14, 1016.23, -93.02, 402, 0, 91.10, 4.50, 2688, 7, 
26/1/2021, 9:10:35, 43.220600, -2.017615, 6, 133, 375, 4.09, 1016.15, -92.35, 400, 0, 91.10, 4.40, 2712, 4, 
26/1/2021, 9:10:54, 43.220600, -2.017619, 6, 133, 384, 4.03, 1016.14, -92.28, 413, 1, 91.50, 4.40, 2736, 8, 
26/1/2021, 9:11:13, 43.220600, -2.017611, 6, 134, 395, 4.08, 1016.17, -92.50, 416, 2, 91.40, 4.40, 2759, 2, 
26/1/2021, 9:11:32, 43.220592, -2.017609, 6, 134, 405, 4.01, 1016.24, -93.05, 405, 0, 91.30, 4.40, 2809, 5, 
26/1/2021, 9:11:51, 43.220585, -2.017615, 6, 134, 416, 3.98, 1016.19, -92.68, 405, 0, 91.00, 4.30, 2849, 8, 
26/1/2021, 9:12:10, 43.220573, -2.017613, 6, 135, 426, 4.02, 1016.21, -92.81, 406, 0, 91.30, 4.30, 2889, 7, 
26/1/2021, 9:12:29, 43.220577, -2.017614, 6, 135, 437, 3.91, 1016.21, -92.84, 400, 0, 91.00, 4.30, 2904, 8, 
26/1/2021, 9:12:48, 43.220577, -2.017607, 6, 136, 446, 3.80, 1016.29, -93.53, 403, 0, 91.60, 4.30, 2954, 8, 
26/1/2021, 9:13:7, 43.220585, -2.017609, 6, 136, 458, 3.86, 1016.25, -93.13, 403, 0, 91.80, 4.20, 2968, 8, 
26/1/2021, 9:13:26, 43.220592, -2.017618, 6, 136, 465, 3.98, 1016.22, -92.94, 411, 1, 92.20, 4.30, 3009, 6, 
26/1/2021, 9:13:45, 43.220592, -2.017624, 6, 137, 474, 3.96, 1016.18, -92.63, 411, 1, 92.10, 4.30, 3065, 13, 
26/1/2021, 9:14:4, 43.220596, -2.017621, 7, 119, 485, 3.91, 1016.16, -92.44, 411, 1, 92.30, 4.40, 3106, 6, 
26/1/2021, 9:14:23, 43.220596, -2.017621, 7, 119, 493, 3.89, 1016.20, -92.31, 411, 1, 92.20, 4.30, 3153, 3, 
26/1/2021, 9:14:42, 43.220600, -2.017622, 7, 119, 502, 3.89, 1016.18, -92.55, 408, 1, 91.80, 4.30, 3201, 6, 
26/1/2021, 9:15:1, 43.220600, -2.017625, 7, 120, 515, 3.95, 1016.15, -92.34, 414, 2, 92.00, 4.20, 3225, 8, 
26/1/2021, 9:15:20, 43.220592, -2.017624, 7, 120, 524, 4.12, 1016.17, -92.54, 414, 2, 92.50, 4.30, 3265, 12, 
26/1/2021, 9:15:39, 43.220592, -2.017617, 7, 120, 533, 4.00, 1016.17, -92.46, 414, 2, 92.60, 4.30, 3296, 6, 
26/1/2021, 9:15:58, 43.220592, -2.017615, 7, 120, 542, 4.00, 1016.18, -92.19, 414, 2, 92.20, 4.30, 3353, 12, 
26/1/2021, 9:16:17, 43.220596, -2.017620, 7, 120, 556, 3.99, 1016.10, -91.89, 414, 2, 91.90, 4.30, 3368, 7, 
26/1/2021, 9:16:36, 43.220592, -2.017621, 7, 121, 563, 3.88, 1016.15, -92.33, 411, 1, 92.00, 4.30, 3425, 11, 
26/1/2021, 9:16:55, 43.220585, -2.017615, 7, 121, 573, 3.89, 1016.12, -92.11, 408, 1, 92.20, 4.20, 3465, 11, 
26/1/2021, 9:17:14, 43.220589, -2.017611, 7, 121, 584, 3.95, 1016.11, -92.01, 414, 2, 92.30, 4.20, 3513, 9, 
26/1/2021, 9:17:33, 43.220585, -2.017599, 7, 121, 594, 3.94, 1016.11, -92.01, 408, 1, 92.70, 4.30, 3560, 9, 
26/1/2021, 9:17:52, 43.220577, -2.017601, 7, 121, 602, 4.02, 1016.11, -92.02, 411, 1, 92.70, 4.30, 3624, 8, 
26/1/2021, 9:18:11, 43.220577, -2.017597, 7, 122, 614, 3.95, 1016.05, -91.49, 408, 1, 92.40, 4.30, 3663, 6, 
26/1/2021, 9:18:30, 43.220577, -2.017591, 7, 122, 621, 4.10, 1016.13, -92.16, 408, 1, 92.70, 4.30, 3734, 10, 
26/1/2021, 9:18:50, 43.220585, -2.017595, 7, 122, 635, 3.99, 1016.05, -91.52, 408, 1, 92.60, 4.40, 3806, 7, 
26/1/2021, 9:19:9, 43.220585, -2.017599, 7, 122, 643, 4.09, 1016.15, -92.33, 403, 0, 92.20, 4.30, 3910, 7, 
26/1/2021, 9:19:28, 43.220581, -2.017602, 7, 123, 649, 4.03, 1016.08, -91.71, 410, 1, 92.10, 4.30, 3956, 13, 
26/1/2021, 9:19:47, 43.220581, -2.017604, 8, 114, 649, 4.05, 1016.08, -91.78, 406, 0, 92.50, 4.30, 4044, 5, 
26/1/2021, 9:20:6, 43.220581, -2.017599, 7, 123, 673, 4.03, 1016.07, -91.70, 410, 1, 92.30, 4.30, 4092, 13, 
26/1/2021, 9:20:25, 43.220577, -2.017597, 7, 136, 681, 4.01, 1016.06, -91.61, 410, 1, 92.60, 4.30, 4147, 15, 
26/1/2021, 9:20:44, 43.220585, -2.017604, 8, 115, 689, 3.96, 1016.05, -91.46, 402, 0, 92.60, 4.30, 4211, 8, 
26/1/2021, 9:21:3, 43.220592, -2.017614, 7, 124, 701, 4.07, 1016.07, -91.70, 406, 0, 92.50, 4.30, 4275, 8, 
26/1/2021, 9:21:22, 43.220596, -2.017617, 6, 148, 715, 4.08, 1016.11, -92.04, 407, 1, 92.50, 4.40, 4298, 9, 
26/1/2021, 9:21:41, 43.220600, -2.017630, 7, 138, 719, 4.04, 1016.13, -92.15, 400, 0, 92.50, 4.30, 4371, 8, 
26/1/2021, 9:22:0, 43.220600, -2.017632, 8, 116, 728, 4.01, 1016.15, -92.36, 407, 1, 92.40, 4.30, 4409, 9, 
26/1/2021, 9:22:19, 43.220596, -2.017631, 7, 138, 738, 3.99, 1016.13, -92.17, 400, 0, 92.30, 4.30, 4481, 10, 
26/1/2021, 9:22:38, 43.220589, -2.017630, 8, 116, 745, 4.01, 1016.11, -92.03, 405, 0, 92.20, 4.30, 4536, 7, 
26/1/2021, 9:22:57, 43.220585, -2.017622, 8, 116, 755, 4.25, 1016.09, -91.85, 414, 2, 92.40, 4.40, 4608, 7, 
26/1/2021, 9:23:16, 43.220585, -2.017619, 8, 116, 767, 4.18, 1016.14, -92.29, 420, 3, 92.50, 4.50, 4686, 9, 
26/1/2021, 9:23:35, 43.220589, -2.017616, 7, 139, 779, 4.15, 1016.05, -91.52, 420, 3, 92.40, 4.50, 4798, 12, 
26/1/2021, 9:23:54, 43.220585, -2.017611, 7, 126, 790, 4.15, 1016.05, -91.52, 417, 2, 92.10, 4.40, 4844, 10, 
26/1/2021, 9:24:13, 43.220585, -2.017607, 7, 140, 797, 4.08, 1016.07, -91.64, 410, 1, 91.70, 4.40, 4932, 8, 
26/1/2021, 9:24:32, 43.220577, -2.017598, 8, 117, 808, 4.01, 1016.06, -91.60, 414, 2, 91.90, 4.40, 4964, 8, 
26/1/2021, 9:24:51, 43.220573, -2.017588, 8, 117, 816, 3.99, 1016.04, -91.44, 408, 1, 91.90, 4.30, 4995, 8, 
26/1/2021, 9:25:10, 43.220573, -2.017584, 8, 117, 824, 3.98, 1016.05, -91.51, 414, 2, 92.00, 4.30, 5019, 7, 
26/1/2021, 9:25:29, 43.220573, -2.017588, 7, 128, 837, 3.96, 1016.04, -91.43, 408, 1, 92.20, 4.30, 5042, 11, 
26/1/2021, 9:25:48, 43.220570, -2.017591, 8, 118, 844, 4.02, 1016.00, -91.09, 410, 1, 92.20, 4.30, 5033, 10, 
26/1/2021, 9:26:7, 43.220573, -2.017601, 8, 118, 853, 4.07, 1016.02, -91.26, 410, 1, 92.30, 4.40, 5057, 10, 
26/1/2021, 9:26:26, 43.220573, -2.017602, 8, 118, 863, 4.04, 1015.99, -90.98, 408, 1, 92.40, 4.40, 5074, 8, 
26/1/2021, 9:26:45, 43.220577, -2.017605, 8, 129, 878, 4.04, 1015.94, -90.61, 420, 3, 92.00, 4.40, 5090, 13, 
26/1/2021, 9:27:4, 43.220577, -2.017606, 7, 129, 888, 4.10, 1015.99, -90.98, 420, 3, 92.40, 4.40, 5081, 9, 
26/1/2021, 9:27:23, 43.220577, -2.017605, 8, 129, 892, 4.05, 1015.97, -90.88, 414, 2, 92.60, 4.50, 5114, 10, 
26/1/2021, 9:27:42, 43.220577, -2.017599, 8, 119, 902, 4.05, 1015.95, -90.69, 420, 3, 92.00, 4.40, 5129, 13, 
26/1/2021, 9:28:1, 43.220577, -2.017592, 8, 119, 911, 4.28, 1015.86, -89.88, 420, 3, 91.70, 4.30, 5153, 8, 
26/1/2021, 9:28:20, 43.220577, -2.017590, 8, 119, 922, 4.26, 1015.92, -90.45, 420, 3, 92.10, 4.40, 5169, 10, 
26/1/2021, 9:28:39, 43.220573, -2.017591, 8, 119, 930, 4.21, 1015.86, -89.94, 427, 4, 92.20, 4.40, 5193, 10, 
26/1/2021, 9:28:58, 43.220573, -2.017593, 8, 119, 44, 4.31, 1015.86, -89.92, 417, 2, 92.10, 4.40, 5200, 15, 
26/1/2021, 9:29:17, 43.220577, -2.017592, 8, 120, 56, 4.26, 1015.90, -90.24, 420, 3, 91.70, 4.40, 5191, 10, 
26/1/2021, 9:29:36, 43.220566, -2.017591, 8, 120, 66, 4.25, 1015.88, -90.06, 423, 3, 92.00, 4.40, 5208, 7, 
26/1/2021, 9:29:55, 43.220566, -2.017592, 8, 120, 76, 4.25, 1015.95, -90.65, 427, 4, 92.10, 4.50, 5224, 8, 
26/1/2021, 9:30:14, 43.220566, -2.017595, 8, 120, 85, 4.32, 1015.91, -90.35, 433, 5, 92.20, 4.50, 5215, 12, 
26/1/2021, 9:30:33, 43.220570, -2.017589, 8, 120, 93, 4.28, 1015.91, -90.30, 427, 4, 92.00, 4.60, 5208, 13, 
26/1/2021, 9:30:52, 43.220566, -2.017589, 8, 120, 102, 4.26, 1015.95, -90.65, 417, 2, 92.10, 4.60, 5158, 10, 
26/1/2021, 9:31:11, 43.220558, -2.017585, 8, 120, 113, 4.22, 1015.99, -90.97, 420, 3, 91.80, 4.60, 5135, 10, 
26/1/2021, 9:31:30, 43.220566, -2.017584, 8, 121, 124, 4.23, 1015.96, -90.72, 433, 5, 91.70, 4.60, 5136, 9, 
26/1/2021, 9:31:49, 43.220570, -2.017583, 8, 121, 133, 4.17, 1015.98, -90.93, 414, 2, 91.90, 4.50, 5096, 8, 
26/1/2021, 9:32:8, 43.220570, -2.017585, 8, 121, 142, 4.12, 1016.05, -91.48, 414, 2, 91.70, 4.50, 5065, 9, 
26/1/2021, 9:32:27, 43.220566, -2.017585, 8, 121, 152, 4.17, 1016.03, -91.32, 420, 3, 91.80, 4.50, 5041, 13, 
26/1/2021, 9:32:46, 43.220570, -2.017583, 8, 121, 47, 4.31, 1015.97, -90.80, 423, 3, 91.90, 4.50, 5001, 9, 
26/1/2021, 9:33:5, 43.220573, -2.017583, 8, 122, 67, 4.37, 1015.99, -91.04, 420, 3, 92.00, 4.60, 4984, 9, 
26/1/2021, 9:33:24, 43.220581, -2.017580, 8, 122, 72, 4.32, 1015.99, -91.03, 405, 0, 91.90, 4.60, 4960, 10, 
26/1/2021, 9:33:43, 43.220585, -2.017573, 8, 122, 85, 4.24, 1015.95, -90.68, 408, 1, 91.70, 4.50, 4953, 11, 
26/1/2021, 9:34:2, 43.220581, -2.017569, 8, 122, 95, 4.18, 1016.03, -91.31, 408, 1, 92.00, 4.60, 4920, 14, 
26/1/2021, 9:34:21, 43.220577, -2.017569, 8, 122, 107, 4.31, 1016.01, -91.20, 423, 3, 91.90, 4.60, 4887, 16, 
26/1/2021, 9:34:40, 43.220570, -2.017569, 8, 122, 114, 4.26, 1016.03, -91.35, 423, 3, 92.10, 4.60, 4865, 11, 
26/1/2021, 9:34:59, 43.220554, -2.017576, 8, 122, 127, 4.29, 1016.02, -91.29, 433, 5, 92.30, 4.60, 4777, 9, 
26/1/2021, 9:35:18, 43.220554, -2.017573, 8, 123, 135, 4.25, 1016.06, -91.59, 439, 5, 92.00, 4.60, 4729, 8, 
26/1/2021, 9:35:37, 43.220551, -2.017572, 8, 123, 144, 4.28, 1016.04, -91.41, 459, 8, 91.90, 4.60, 4746, 13, 
26/1/2021, 9:35:56, 43.220566, -2.017569, 8, 123, 152, 4.20, 1016.09, -91.83, 450, 7, 92.10, 4.70, 4768, 11, 
26/1/2021, 9:36:15, 43.220566, -2.017571, 9, 123, 163, 4.30, 1016.05, -91.49, 439, 5, 92.00, 4.70, 4799, 9, 
26/1/2021, 9:36:34, 43.220551, -2.017573, 8, 123, 175, 4.26, 1016.05, -91.52, 439, 5, 92.10, 4.60, 4798, 14, 
26/1/2021, 9:36:53, 43.220558, -2.017571, 9, 123, 183, 4.36, 1016.05, -91.52, 447, 7, 92.10, 4.70, 4789, 8, 
26/1/2021, 9:37:12, 43.220566, -2.017575, 9, 124, 190, 4.65, 1016.07, -91.70, 444, 6, 92.10, 4.70, 4781, 10, 
26/1/2021, 9:37:31, 43.220570, -2.017576, 9, 124, 203, 4.45, 1016.04, -91.42, 423, 3, 92.10, 4.80, 4757, 11, 
26/1/2021, 9:37:50, 43.220573, -2.017579, 9, 124, 212, 4.69, 1016.13, -92.15, 433, 5, 92.10, 4.80, 4704, 10, 
26/1/2021, 9:38:9, 43.220581, -2.017582, 9, 124, 219, 4.64, 1016.12, -92.12, 435, 5, 92.20, 4.80, 4619, 8, 
26/1/2021, 9:38:28, 43.220581, -2.017589, 9, 124, 229, 4.60, 1016.12, -92.05, 433, 5, 92.10, 4.80, 4604, 8, 
26/1/2021, 9:38:47, 43.220581, -2.017589, 9, 119, 239, 4.57, 1016.12, -92.06, 447, 7, 92.00, 4.80, 4628, 12, 
26/1/2021, 9:39:6, 43.220585, -2.017592, 8, 124, 248, 4.45, 1016.10, -91.88, 423, 3, 91.70, 4.80, 4652, 11, 
26/1/2021, 9:39:25, 43.220581, -2.017586, 8, 124, 259, 4.55, 1016.15, -92.36, 427, 4, 91.80, 4.70, 4709, 8, 
26/1/2021, 9:39:44, 43.220577, -2.017586, 9, 119, 265, 4.54, 1016.10, -91.95, 420, 3, 92.30, 4.70, 4740, 15, 
26/1/2021, 9:40:3, 43.220566, -2.017584, 9, 119, 273, 4.35, 1016.15, -92.35, 408, 1, 92.40, 4.70, 4797, 9, 
26/1/2021, 9:40:22, 43.220554, -2.017582, 9, 119, 285, 4.37, 1016.11, -92.01, 414, 2, 91.60, 4.60, 4852, 12, 
26/1/2021, 9:40:41, 43.220547, -2.017579, 7, 130, 299, 4.51, 1016.14, -92.24, 433, 5, 92.10, 4.70, 4907, 11, 
26/1/2021, 9:41:0, 43.220539, -2.017571, 8, 130, 309, 4.52, 1016.15, -92.34, 423, 3, 92.00, 4.70, 4953, 9, 
26/1/2021, 9:41:19, 43.220535, -2.017563, 8, 122, 317, 4.48, 1016.12, -92.06, 423, 3, 92.30, 4.80, 5024, 10, 
26/1/2021, 9:41:38, 43.220551, -2.017565, 8, 122, 325, 4.50, 1016.11, -91.97, 423, 3, 92.20, 4.70, 5056, 12, 
26/1/2021, 9:41:57, 43.220551, -2.017564, 8, 122, 335, 4.47, 1016.15, -92.31, 427, 4, 92.30, 4.80, 5072, 13, 
26/1/2021, 9:42:16, 43.220554, -2.017575, 8, 122, 346, 4.48, 1016.11, -91.97, 439, 5, 92.20, 4.80, 5081, 11, 
26/1/2021, 9:42:35, 43.220558, -2.017582, 8, 122, 357, 4.56, 1016.15, -92.37, 444, 6, 92.40, 4.90, 5147, 12, 
26/1/2021, 9:42:54, 43.220558, -2.017587, 8, 122, 363, 4.57, 1016.14, -92.26, 450, 7, 92.40, 4.90, 5226, 12, 
26/1/2021, 9:43:13, 43.220566, -2.017589, 8, 122, 374, 4.79, 1016.13, -92.18, 463, 9, 92.40, 4.80, 5296, 12, 
26/1/2021, 9:43:32, 43.220554, -2.017590, 8, 122, 385, 4.79, 1016.17, -92.54, 447, 7, 92.40, 4.90, 5351, 15, 
26/1/2021, 9:43:51, 43.220551, -2.017590, 8, 122, 395, 4.78, 1016.14, -92.29, 447, 7, 92.10, 4.80, 5398, 12, 
26/1/2021, 9:44:10, 43.220558, -2.017587, 8, 122, 401, 4.80, 1016.15, -92.34, 439, 5, 92.20, 4.80, 5463, 11, 
26/1/2021, 9:44:29, 43.220554, -2.017592, 8, 122, 414, 4.73, 1016.09, -91.79, 433, 5, 91.90, 4.80, 5534, 18, 
26/1/2021, 9:44:48, 43.220570, -2.017595, 8, 122, 422, 4.66, 1016.13, -92.15, 427, 4, 92.30, 4.90, 5606, 12, 
