FECHA, HORA, LATITUD, LONGITUD, SATELITES, PRECISION, AGE, TEMPERATURA_BMP, PRESION_BMP, ALTITUD_BMP, CO2, TVOC, HUMEDAD_DHT, TEMPERATURA_DHT, LUZ_TSL, LUZ_UV
26/1/2021, 10:31:54, 43.220570, -2.017575, 9, 90, 885, 7.99, 1015.75, -89.07, 400, 0, 55.60, 13.70, 29016, 0
26/1/2021, 10:32:13, 43.220570, -2.017587, 9, 90, 894, 7.91, 1015.83, -89.65, 400, 0, 56.50, 13.30, 31708, 0
26/1/2021, 10:32:32, 43.220570, -2.017590, 9, 90, 903, 7.82, 1015.85, -89.86, 408, 1, 58.00, 12.90, 29737, 0
26/1/2021, 10:32:51, 43.220570, -2.017596, 8, 120, 914, 7.73, 1015.81, -89.53, 400, 0, 58.40, 12.30, 28364, 0
26/1/2021, 10:33:10, 43.220566, -2.017597, 9, 121, 924, 7.67, 1015.77, -89.14, 416, 2, 59.40, 11.90, 27691, 0
26/1/2021, 10:33:29, 43.220551, -2.017603, 9, 90, 932, 7.61, 1015.83, -89.68, 418, 2, 62.00, 11.90, 23618, 0
26/1/2021, 10:33:48, 43.220551, -2.017611, 9, 90, 48, 7.59, 1015.82, -89.61, 410, 1, 61.60, 11.20, 21191, 0
26/1/2021, 10:34:8, 43.220547, -2.017614, 9, 90, 57, 7.55, 1015.82, -89.61, 410, 1, 62.70, 11.30, 21266, 0
26/1/2021, 10:34:27, 43.220570, -2.017603, 9, 90, 67, 7.51, 1015.83, -89.67, 418, 2, 63.70, 11.00, 24160, 0
26/1/2021, 10:34:46, 43.220577, -2.017594, 9, 90, 79, 7.51, 1015.85, -89.81, 407, 1, 65.10, 10.90, 26061, 0
26/1/2021, 10:35:5, 43.220570, -2.017601, 9, 90, 92, 7.39, 1015.81, -89.54, 400, 0, 63.90, 11.10, 24831, 0
26/1/2021, 10:35:24, 43.220566, -2.017598, 8, 122, 96, 7.38, 1015.90, -90.27, 418, 2, 66.20, 10.40, 22816, 0
26/1/2021, 10:35:43, 43.220558, -2.017593, 9, 90, 104, 7.41, 1015.90, -90.30, 418, 2, 66.00, 10.50, 24295, 0
26/1/2021, 10:36:2, 43.220558, -2.017594, 9, 90, 120, 7.43, 1015.83, -89.68, 418, 2, 66.50, 10.70, 26147, 0
26/1/2021, 10:36:21, 43.220554, -2.017596, 8, 123, 130, 7.36, 1015.89, -90.13, 410, 1, 67.00, 10.90, 27755, 0
26/1/2021, 10:36:40, 43.220558, -2.017597, 8, 123, 139, 7.38, 1015.89, -90.15, 425, 3, 65.20, 10.40, 28483, 0
26/1/2021, 10:36:59, 43.220566, -2.017595, 8, 124, 149, 7.32, 1015.86, -89.94, 402, 0, 66.40, 11.40, 26325, 0
26/1/2021, 10:37:18, 43.220547, -2.017619, 8, 124, 54, 7.31, 1015.85, -89.88, 407, 1, 65.00, 10.80, 22344, 0
26/1/2021, 10:37:37, 43.220547, -2.017627, 8, 124, 61, 7.21, 1015.96, -90.77, 410, 1, 66.60, 10.30, 23120, 0
26/1/2021, 10:37:56, 43.220577, -2.017603, 8, 125, 72, 7.22, 1015.94, -90.61, 410, 1, 66.30, 10.00, 25169, 0
26/1/2021, 10:38:15, 43.220589, -2.017593, 8, 125, 81, 7.32, 1015.89, -90.16, 410, 1, 67.80, 10.50, 24459, 0
26/1/2021, 10:38:34, 43.220581, -2.017589, 9, 89, 91, 7.28, 1015.90, -90.29, 407, 1, 67.50, 10.60, 25505, 0
26/1/2021, 10:38:53, 43.220573, -2.017574, 9, 89, 95, 7.20, 1015.90, -90.29, 408, 1, 66.70, 10.20, 27673, 0
26/1/2021, 10:39:12, 43.220570, -2.017584, 9, 114, 112, 7.31, 1015.91, -90.30, 423, 3, 67.70, 9.90, 26972, 0
26/1/2021, 10:39:31, 43.220558, -2.017596, 9, 89, 120, 7.32, 1015.89, -90.16, 400, 0, 68.60, 10.30, 26275, 0
26/1/2021, 10:39:50, 43.220554, -2.017604, 9, 89, 128, 7.27, 1015.96, -90.72, 422, 3, 67.60, 10.00, 22360, 0
26/1/2021, 10:40:9, 43.220558, -2.017604, 9, 89, 134, 7.25, 1015.90, -90.28, 414, 2, 68.20, 9.60, 21589, 0
26/1/2021, 10:40:28, 43.220558, -2.017606, 9, 89, 148, 7.32, 1015.94, -90.60, 418, 2, 67.80, 9.80, 23397, 0
26/1/2021, 10:40:47, 43.220558, -2.017610, 9, 89, 157, 7.26, 1015.91, -90.33, 432, 4, 70.40, 10.40, 20620, 0
26/1/2021, 10:41:6, 43.220558, -2.017608, 9, 89, 165, 7.38, 1015.91, -90.32, 447, 7, 68.80, 10.70, 21627, 0
26/1/2021, 10:41:25, 43.220570, -2.017599, 9, 89, 175, 7.41, 1015.82, -89.62, 447, 7, 67.30, 11.10, 21626, 0
26/1/2021, 10:41:44, 43.220573, -2.017591, 9, 89, 184, 7.38, 1015.85, -89.85, 426, 3, 66.00, 11.30, 20917, 0
26/1/2021, 10:42:3, 43.220570, -2.017590, 9, 89, 198, 7.31, 1015.93, -90.52, 434, 5, 64.60, 10.90, 20086, 0
26/1/2021, 10:42:22, 43.220581, -2.017581, 8, 129, 209, 7.35, 1015.88, -90.12, 439, 5, 65.80, 10.60, 21159, 0
26/1/2021, 10:42:41, 43.220570, -2.017592, 8, 129, 219, 7.29, 1015.90, -90.28, 422, 3, 65.40, 10.70, 24374, 0
26/1/2021, 10:43:0, 43.220566, -2.017591, 8, 163, 231, 7.32, 1015.83, -89.65, 426, 3, 66.20, 10.30, 24935, 0
26/1/2021, 10:43:19, 43.220570, -2.017592, 8, 163, 243, 7.28, 1015.88, -90.08, 422, 3, 67.10, 10.30, 23654, 0
26/1/2021, 10:43:38, 43.220566, -2.017597, 8, 163, 250, 7.28, 1015.84, -89.78, 414, 2, 67.30, 10.20, 28178, 0
26/1/2021, 10:43:57, 43.220551, -2.017610, 8, 131, 259, 7.36, 1015.81, -89.62, 418, 2, 68.80, 10.10, -30960, 0
26/1/2021, 10:44:16, 43.220551, -2.017614, 8, 131, 270, 7.35, 1015.81, -89.55, 400, 0, 68.70, 10.40, -30868, 0
26/1/2021, 10:44:35, 43.220558, -2.017613, 8, 131, 261, 7.36, 1015.85, -89.81, 414, 2, 67.60, 10.10, -30491, 0
26/1/2021, 10:44:54, 43.220554, -2.017616, 8, 132, 286, 7.42, 1015.86, -89.88, 409, 1, 67.80, 10.20, 32498, 0
26/1/2021, 10:45:13, 43.220551, -2.017611, 8, 132, 299, 7.46, 1015.87, -90.03, 420, 3, 67.20, 10.40, -31026, 0
26/1/2021, 10:45:32, 43.220554, -2.017608, 8, 163, 308, 7.48, 1015.86, -89.89, 417, 2, 66.40, 10.90, 32507, 0
26/1/2021, 10:45:51, 43.220573, -2.017603, 8, 133, 311, 7.55, 1015.88, -90.11, 420, 3, 66.10, 10.70, 31100, 0
26/1/2021, 10:46:10, 43.220570, -2.017602, 8, 133, 327, 7.60, 1015.90, -90.23, 434, 5, 66.10, 10.90, -31761, 0
26/1/2021, 10:46:29, 43.220566, -2.017607, 7, 163, 341, 7.74, 1015.81, -89.51, 427, 4, 64.90, 11.70, -29738, 0
26/1/2021, 10:46:48, 43.220554, -2.017605, 8, 134, 347, 7.80, 1015.85, -89.81, 417, 2, 61.80, 11.90, -31784, 0
26/1/2021, 10:47:7, 43.220566, -2.017605, 8, 134, 357, 7.83, 1015.86, -89.94, 424, 3, 61.60, 11.50, -31495, 0
26/1/2021, 10:47:26, 43.220554, -2.017607, 8, 135, 367, 7.93, 1015.87, -90.05, 441, 6, 62.20, 11.60, 30839, 0
26/1/2021, 10:47:45, 43.220551, -2.017604, 7, 163, 379, 7.98, 1015.86, -89.88, 438, 5, 61.50, 12.10, 29670, 0
26/1/2021, 10:48:4, 43.220547, -2.017611, 8, 135, 387, 8.00, 1015.82, -89.57, 441, 6, 60.10, 12.10, 30297, 0
26/1/2021, 10:48:23, 43.220539, -2.017614, 8, 136, 396, 8.03, 1015.78, -89.27, 454, 8, 59.70, 12.30, 31034, 0
26/1/2021, 10:48:42, 43.220551, -2.017611, 8, 136, 408, 8.03, 1015.82, -89.60, 460, 9, 60.60, 12.30, 31919, 0
26/1/2021, 10:49:1, 43.220551, -2.017606, 8, 137, 418, 8.17, 1015.83, -89.71, 486, 13, 60.40, 12.40, 30621, 0
26/1/2021, 10:49:20, 43.220554, -2.017601, 7, 163, 433, 8.20, 1015.83, -89.69, 470, 10, 60.60, 12.40, 29049, 0
26/1/2021, 10:49:39, 43.220558, -2.017591, 8, 137, 432, 8.21, 1015.81, -89.55, 454, 8, 59.70, 11.80, 29270, 0
26/1/2021, 10:49:58, 43.220566, -2.017596, 8, 138, 447, 8.26, 1015.85, -89.62, 457, 8, 59.70, 12.10, 27888, 0
26/1/2021, 10:50:17, 43.220558, -2.017604, 8, 163, 458, 8.16, 1015.83, -89.69, 448, 7, 62.50, 11.70, 31124, 0
26/1/2021, 10:50:36, 43.220573, -2.017592, 8, 138, 468, 8.30, 1015.80, -89.40, 445, 6, 61.10, 11.70, -32651, 0
26/1/2021, 10:50:55, 43.220570, -2.017591, 8, 139, 478, 8.19, 1015.86, -89.88, 448, 7, 61.50, 11.80, 32596, 0
26/1/2021, 10:51:14, 43.220558, -2.017598, 8, 139, 491, 8.03, 1015.83, -89.90, 438, 5, 61.00, 12.10, -32347, 0
26/1/2021, 10:51:33, 43.220543, -2.017602, 7, 143, 503, 8.14, 1015.78, -89.26, 438, 5, 59.90, 13.00, -30859, 0
26/1/2021, 10:51:52, 43.220558, -2.017601, 8, 140, 513, 8.14, 1015.84, -89.78, 434, 5, 59.40, 12.80, -29095, 0
26/1/2021, 10:52:11, 43.220570, -2.017591, 8, 140, 521, 8.21, 1015.78, -89.22, 438, 5, 60.40, 12.30, -30732, 0
26/1/2021, 10:52:30, 43.220589, -2.017583, 8, 141, 529, 8.30, 1015.84, -89.77, 445, 6, 60.10, 12.70, -30195, 0
26/1/2021, 10:52:49, 43.220581, -2.017590, 8, 141, 537, 8.35, 1015.84, -89.80, 445, 6, 59.20, 13.10, -29848, 0
26/1/2021, 10:53:8, 43.220577, -2.017592, 7, 145, 553, 8.32, 1015.87, -89.99, 441, 6, 60.30, 13.00, -29158, 0
26/1/2021, 10:53:27, 43.220589, -2.017587, 8, 145, 559, 8.38, 1015.89, -90.16, 448, 7, 60.20, 12.60, -29474, 0
26/1/2021, 10:53:46, 43.220577, -2.017592, 8, 145, 572, 8.39, 1015.90, -90.22, 445, 6, 59.70, 12.60, -29727, 0
26/1/2021, 10:54:5, 43.220570, -2.017590, 8, 146, 580, 8.38, 1015.87, -89.99, 441, 6, 59.20, 12.50, -29621, 0
26/1/2021, 10:54:24, 43.220573, -2.017579, 7, 146, 593, 8.59, 1015.90, -90.29, 457, 8, 60.10, 12.50, -29131, 0
26/1/2021, 10:54:43, 43.220577, -2.017571, 8, 143, 601, 8.55, 1015.89, -90.13, 445, 6, 60.70, 13.40, -31238, 0
26/1/2021, 10:55:2, 43.220551, -2.017588, 8, 147, 614, 8.56, 1015.89, -90.21, 445, 6, 61.10, 12.70, -29289, 0
26/1/2021, 10:55:21, 43.220551, -2.017594, 8, 144, 619, 8.58, 1015.90, -90.25, 454, 8, 59.90, 13.10, -28130, 0
26/1/2021, 10:55:40, 43.220558, -2.017587, 7, 148, 634, 8.65, 1015.99, -90.98, 441, 6, 59.30, 13.40, -28506, 0
26/1/2021, 10:55:59, 43.220577, -2.017581, 8, 148, 644, 8.53, 1015.92, -90.40, 424, 3, 58.50, 13.20, -27252, 0
26/1/2021, 10:56:18, 43.220551, -2.017593, 8, 145, 650, 8.50, 1015.97, -90.83, 420, 3, 58.70, 12.30, -25160, 0
26/1/2021, 10:56:37, 43.220535, -2.017592, 8, 145, 660, 8.55, 1015.97, -90.83, 438, 5, 59.90, 11.50, -24915, 0
26/1/2021, 10:56:56, 43.220551, -2.017589, 7, 149, 676, 8.55, 1015.96, -90.72, 434, 5, 62.70, 12.00, 0, 0
26/1/2021, 10:57:15, 43.220558, -2.017589, 8, 145, 682, 8.63, 1016.00, -91.10, 441, 6, 63.30, 12.00, 0, 0
26/1/2021, 10:57:34, 43.220551, -2.017588, 8, 146, 680, 8.70, 1015.95, -90.68, 438, 5, 62.80, 12.30, 0, 0
26/1/2021, 10:57:53, 43.220547, -2.017587, 8, 146, 700, 8.68, 1015.94, -90.62, 454, 8, 61.80, 12.20, 0, 0
26/1/2021, 10:58:12, 43.220554, -2.017583, 7, 151, 716, 8.82, 1016.00, -91.08, 460, 9, 60.90, 12.60, 0, 0
26/1/2021, 10:58:31, 43.220554, -2.017584, 8, 147, 724, 8.87, 1016.02, -91.22, 460, 9, 60.10, 13.20, -25062, 0
26/1/2021, 10:58:50, 43.220551, -2.017589, 8, 147, 736, 8.95, 1015.99, -91.03, 457, 8, 60.00, 13.30, -25940, 0
26/1/2021, 10:59:9, 43.220551, -2.017590, 8, 147, 742, 8.98, 1015.93, -90.53, 460, 9, 60.20, 13.00, -25743, 0
26/1/2021, 10:59:28, 43.220554, -2.017591, 7, 152, 760, 9.02, 1015.95, -90.66, 448, 7, 61.20, 13.30, -25323, 0
26/1/2021, 10:59:47, 43.220547, -2.017599, 8, 148, 765, 8.96, 1016.03, -91.30, 438, 5, 60.20, 13.20, 0, 0
26/1/2021, 11:0:6, 43.220551, -2.017601, 8, 153, 775, 9.09, 1016.05, -91.50, 445, 6, 59.80, 12.60, 0, 0
26/1/2021, 11:0:25, 43.220551, -2.017593, 7, 153, 787, 9.21, 1016.02, -91.25, 457, 8, 59.60, 13.40, 0, 0
26/1/2021, 11:0:44, 43.220551, -2.017593, 8, 153, 797, 9.21, 1016.01, -91.16, 454, 8, 59.90, 13.60, 0, 1
26/1/2021, 11:1:3, 43.220539, -2.017596, 8, 148, 787, 9.31, 1015.96, -90.76, 460, 9, 58.60, 13.70, 0, 0
26/1/2021, 11:1:22, 43.220547, -2.017597, 8, 149, 814, 9.33, 1015.95, -90.69, 441, 6, 57.10, 13.90, 0, 0
26/1/2021, 11:1:41, 43.220547, -2.017592, 7, 154, 828, 9.34, 1015.97, -90.84, 441, 6, 58.40, 13.50, 0, 1
26/1/2021, 11:2:0, 43.220539, -2.017593, 8, 149, 834, 9.57, 1015.97, -90.80, 460, 9, 58.80, 13.10, 0, 1
26/1/2021, 11:2:19, 43.220535, -2.017592, 8, 149, 840, 9.72, 1015.99, -91.02, 476, 11, 60.30, 14.00, 0, 1
26/1/2021, 11:2:38, 43.220535, -2.017590, 7, 155, 854, 9.81, 1015.86, -89.94, 454, 8, 56.60, 14.70, 0, 1
26/1/2021, 11:2:57, 43.220547, -2.017587, 7, 155, 864, 9.88, 1015.92, -90.40, 457, 8, 57.10, 14.00, 0, 1
26/1/2021, 11:3:16, 43.220539, -2.017583, 8, 155, 873, 9.87, 1015.88, -90.07, 464, 9, 57.20, 14.30, 0, 1
26/1/2021, 11:3:35, 43.220543, -2.017580, 8, 150, 882, 10.00, 1015.85, -89.82, 480, 12, 55.70, 14.00, 0, 1
26/1/2021, 11:3:54, 43.220543, -2.017581, 7, 156, 893, 10.00, 1015.88, -90.08, 476, 11, 55.00, 14.60, 0, 1
26/1/2021, 11:4:13, 43.220543, -2.017580, 7, 156, 905, 9.86, 1015.87, -90.01, 464, 9, 53.80, 15.30, 0, 1
26/1/2021, 11:4:32, 43.220543, -2.017583, 7, 156, 915, 9.92, 1015.89, -90.21, 476, 11, 53.40, 15.10, 0, 1
26/1/2021, 11:4:51, 43.220551, -2.017591, 7, 156, 922, 9.97, 1015.89, -90.17, 460, 9, 54.50, 14.70, 0, 1
26/1/2021, 11:5:10, 43.220551, -2.017593, 8, 156, 931, 10.07, 1015.85, -89.85, 464, 9, 54.80, 14.80, 0, 1
26/1/2021, 11:5:29, 43.220543, -2.017591, 8, 157, 47, 10.13, 1015.86, -89.93, 476, 11, 57.10, 14.10, 0, 1
26/1/2021, 11:5:48, 43.220531, -2.017592, 8, 157, 55, 10.40, 1015.86, -89.91, 480, 12, 56.40, 14.10, 0, 1
26/1/2021, 11:6:8, 43.220539, -2.017586, 8, 157, 67, 10.56, 1015.86, -89.91, 492, 14, 57.40, 14.70, 0, 1
26/1/2021, 11:6:27, 43.220535, -2.017585, 8, 157, 76, 10.54, 1015.84, -89.75, 482, 12, 56.40, 14.80, 0, 1
26/1/2021, 11:6:46, 43.220535, -2.017587, 8, 157, 88, 10.22, 1015.80, -89.44, 464, 9, 55.60, 14.80, 17300, 0
26/1/2021, 11:7:5, 43.220535, -2.017587, 8, 157, 98, 10.01, 1015.84, -89.73, 480, 12, 55.90, 12.70, 16280, 0
26/1/2021, 11:7:24, 43.220551, -2.017586, 8, 157, 109, 9.91, 1015.84, -89.74, 457, 8, 58.40, 12.20, 25087, 0
26/1/2021, 11:7:43, 43.220543, -2.017589, 8, 157, 119, 9.82, 1015.80, -89.40, 448, 7, 60.60, 11.50, 30402, 1
26/1/2021, 11:8:2, 43.220547, -2.017593, 8, 157, 128, 9.69, 1015.90, -90.27, 457, 8, 64.00, 11.40, 27179, 0
26/1/2021, 11:8:21, 43.220554, -2.017597, 8, 158, 137, 9.81, 1015.82, -89.55, 470, 10, 64.20, 10.80, 0, 1
26/1/2021, 11:8:40, 43.220551, -2.017597, 8, 158, 145, 10.01, 1015.88, -90.05, 476, 11, 68.10, 12.30, 0, 1
26/1/2021, 11:8:59, 43.220551, -2.017591, 8, 158, 52, 10.06, 1015.84, -89.76, 470, 10, 63.80, 13.00, -27936, 0
26/1/2021, 11:9:18, 43.220554, -2.017587, 8, 114, 62, 10.09, 1015.87, -90.00, 464, 9, 63.80, 12.60, -24930, 1
26/1/2021, 11:9:37, 43.220551, -2.017580, 9, 151, 68, 10.18, 1015.81, -89.47, 480, 12, 62.70, 12.50, 32380, 0
26/1/2021, 11:9:56, 43.220551, -2.017579, 8, 114, 84, 10.15, 1015.81, -89.53, 486, 13, 61.80, 12.50, 32225, 0
26/1/2021, 11:10:15, 43.220547, -2.017588, 8, 158, 95, 10.07, 1015.83, -89.66, 480, 12, 61.70, 12.50, 32387, 0
26/1/2021, 11:10:34, 43.220543, -2.017589, 9, 158, 101, 10.01, 1015.85, -89.86, 476, 11, 64.30, 12.20, 23999, 0
26/1/2021, 11:10:53, 43.220547, -2.017590, 9, 131, 115, 9.94, 1015.84, -89.76, 482, 12, 62.30, 11.80, 19774, 0
26/1/2021, 11:11:12, 43.220547, -2.017591, 8, 115, 126, 9.92, 1015.71, -88.65, 476, 11, 63.70, 11.60, 15656, 0
26/1/2021, 11:11:31, 43.220554, -2.017589, 9, 118, 136, 9.88, 1015.80, -89.45, 470, 10, 63.80, 11.70, 15406, 0
26/1/2021, 11:11:50, 43.220543, -2.017592, 9, 131, 145, 9.65, 1015.88, -90.05, 470, 10, 65.50, 11.40, 16355, 0
26/1/2021, 11:12:9, 43.220551, -2.017589, 8, 131, 158, 9.58, 1015.87, -90.04, 464, 9, 65.30, 10.90, 15673, 0
26/1/2021, 11:12:28, 43.220558, -2.017582, 8, 131, 170, 9.70, 1015.86, -89.89, 476, 11, 67.00, 10.70, 14436, 0
26/1/2021, 11:12:47, 43.220547, -2.017586, 9, 159, 181, 9.62, 1015.91, -90.33, 480, 12, 68.60, 10.70, 14305, 0
26/1/2021, 11:13:6, 43.220535, -2.017587, 9, 131, 185, 9.64, 1015.81, -89.50, 476, 11, 67.20, 10.60, 14763, 0
26/1/2021, 11:13:25, 43.220528, -2.017584, 8, 116, 201, 9.49, 1015.87, -89.98, 460, 9, 67.80, 10.60, 15224, 0
26/1/2021, 11:13:44, 43.220543, -2.017577, 8, 157, 211, 9.31, 1015.83, -89.64, 448, 7, 70.30, 10.30, 16579, 0
26/1/2021, 11:14:3, 43.220551, -2.017576, 9, 149, 203, 9.31, 1015.87, -90.00, 460, 9, 71.10, 10.00, 16504, 0
26/1/2021, 11:14:22, 43.220558, -2.017578, 9, 157, 228, 9.38, 1015.87, -89.99, 460, 9, 71.10, 10.00, 13333, 0
26/1/2021, 11:14:41, 43.220558, -2.017587, 9, 157, 242, 9.27, 1015.89, -90.13, 457, 8, 73.00, 9.90, 12786, 0
26/1/2021, 11:15:0, 43.220577, -2.017586, 8, 131, 253, 9.25, 1015.88, -90.11, 457, 8, 73.00, 9.70, 12216, 0
26/1/2021, 11:15:19, 43.220577, -2.017580, 9, 118, 256, 9.20, 1015.97, -90.80, 470, 10, 73.10, 9.60, 12829, 0
26/1/2021, 11:15:38, 43.220585, -2.017577, 8, 117, 269, 9.08, 1015.89, -90.19, 464, 9, 73.30, 9.70, 14947, 0
26/1/2021, 11:15:57, 43.220585, -2.017572, 8, 131, 283, 9.00, 1015.92, -90.41, 460, 9, 71.90, 9.80, 18075, 0
26/1/2021, 11:16:16, 43.220585, -2.017570, 8, 131, 295, 9.09, 1015.97, -90.80, 470, 10, 72.10, 9.90, 24789, 0
26/1/2021, 11:16:35, 43.220585, -2.017562, 8, 130, 304, 9.23, 1016.00, -91.10, 470, 10, 73.00, 10.10, -26376, 0
26/1/2021, 11:16:54, 43.220570, -2.017561, 9, 130, 313, 9.35, 1016.00, -91.08, 476, 11, 72.80, 11.00, 0, 1
26/1/2021, 11:17:13, 43.220570, -2.017558, 8, 157, 325, 9.38, 1015.93, -90.50, 470, 10, 72.10, 11.40, 32654, 1
26/1/2021, 11:17:32, 43.220566, -2.017561, 8, 156, 335, 9.47, 1015.91, -90.32, 486, 13, 67.70, 11.50, 25979, 0
26/1/2021, 11:17:51, 43.220551, -2.017561, 7, 157, 346, 9.54, 1015.94, -90.61, 470, 10, 66.20, 11.80, 0, 1
26/1/2021, 11:18:10, 43.220566, -2.017553, 8, 155, 357, 9.63, 1015.99, -90.97, 460, 9, 65.10, 12.30, 0, 1
26/1/2021, 11:18:29, 43.220570, -2.017550, 8, 155, 363, 9.70, 1015.96, -90.77, 470, 10, 64.60, 12.30, -32190, 0
26/1/2021, 11:18:48, 43.220585, -2.017547, 8, 155, 376, 9.74, 1016.06, -91.61, 470, 10, 63.80, 12.30, -25314, 1
26/1/2021, 11:19:7, 43.220566, -2.017563, 9, 155, 384, 9.95, 1015.94, -90.61, 486, 13, 62.40, 12.30, 0, 1
26/1/2021, 11:19:26, 43.220554, -2.017575, 7, 154, 401, 10.09, 1015.93, -90.51, 497, 14, 63.20, 13.10, 0, 1
26/1/2021, 11:19:45, 43.220554, -2.017574, 9, 154, 407, 10.07, 1015.95, -90.70, 501, 15, 60.50, 13.70, 0, 1
26/1/2021, 11:20:4, 43.220558, -2.017573, 8, 154, 417, 9.89, 1015.93, -90.48, 497, 14, 59.50, 13.90, 0, 1
26/1/2021, 11:20:23, 43.220558, -2.017578, 9, 154, 424, 10.17, 1016.00, -91.06, 501, 15, 59.60, 14.20, 0, 1
26/1/2021, 11:20:42, 43.220551, -2.017580, 9, 154, 436, 10.35, 1015.92, -90.45, 503, 15, 58.40, 14.90, 0, 1
26/1/2021, 11:21:1, 43.220551, -2.017565, 9, 153, 444, 10.39, 1015.93, -90.51, 492, 14, 56.40, 15.50, 0, 1
26/1/2021, 11:21:20, 43.220551, -2.017573, 9, 153, 457, 10.37, 1015.90, -90.25, 482, 12, 53.90, 15.90, 0, 1
26/1/2021, 11:21:39, 43.220554, -2.017598, 9, 153, 462, 10.52, 1015.91, -90.33, 482, 12, 52.80, 15.40, 0, 1
26/1/2021, 11:21:58, 43.220558, -2.017600, 9, 143, 474, 10.45, 1015.87, -90.04, 486, 13, 54.70, 14.90, 0, 1
26/1/2021, 11:22:17, 43.220551, -2.017602, 9, 143, 483, 10.53, 1015.96, -90.77, 497, 14, 56.10, 15.60, 0, 1
26/1/2021, 11:22:36, 43.220558, -2.017597, 9, 152, 494, 10.56, 1015.88, -90.13, 492, 14, 54.30, 15.40, -25245, 1
26/1/2021, 11:22:55, 43.220570, -2.017595, 8, 152, 508, 10.77, 1015.90, -90.29, 501, 15, 53.10, 15.20, -25789, 1
26/1/2021, 11:23:14, 43.220577, -2.017598, 9, 142, 515, 10.91, 1015.85, -89.81, 518, 17, 53.70, 15.30, -26250, 1
26/1/2021, 11:23:33, 43.220581, -2.017600, 10, 139, 521, 11.09, 1015.82, -89.60, 518, 17, 54.40, 15.80, -25969, 1
26/1/2021, 11:23:52, 43.220581, -2.017602, 9, 143, 533, 11.18, 1015.89, -90.21, 518, 17, 53.10, 16.10, -25818, 1
26/1/2021, 11:24:11, 43.220577, -2.017593, 10, 139, 542, 11.35, 1015.88, -90.05, 537, 20, 53.40, 16.00, -24845, 1
26/1/2021, 11:24:30, 43.220570, -2.017590, 10, 140, 554, 11.39, 1015.84, -89.74, 524, 18, 52.40, 16.40, -25720, 1
26/1/2021, 11:24:49, 43.220570, -2.017577, 10, 140, 562, 11.36, 1015.87, -90.00, 503, 15, 51.00, 16.40, 0, 1
