FECHA, HORA, LATITUD, LONGITUD, SATELITES, PRECISION, AGE, TEMPERATURA_BMP, PRESION_BMP, ALTITUD_BMP, CO2, TVOC, HUMEDAD_DHT, TEMPERATURA_DHT, LUZ_TSL, LUZ_UV
25/1/2021, 10:8:17, 43.220993, -2.019188, 6, 271, 603, 21.58, 1003.06, 17.13, 400, 0, 50.90, 21.00, 583, 0, 
25/1/2021, 10:8:36, 43.221161, -2.019241, 6, 271, 616, 21.59, 1003.02, 17.49, 400, 0, 50.70, 21.10, 566, 0, 
25/1/2021, 10:8:55, 43.220848, -2.018897, 6, 270, 629, 21.62, 1003.02, 17.46, 400, 0, 50.70, 21.10, 566, 0, 
25/1/2021, 10:9:14, 43.220821, -2.018905, 6, 278, 640, 21.62, 1003.01, 17.53, 403, 0, 50.40, 21.10, 583, 0, 
25/1/2021, 10:9:33, 43.221001, -2.019006, 7, 101, 646, 21.63, 1003.02, 17.45, 403, 0, 50.40, 21.10, 583, 3, 
25/1/2021, 10:9:52, 43.221016, -2.018995, 7, 101, 657, 21.65, 1003.02, 17.47, 400, 0, 50.30, 21.10, 599, 0, 
25/1/2021, 10:10:11, 43.220985, -2.018998, 7, 110, 676, 21.68, 1003.02, 17.47, 408, 1, 50.30, 21.10, 616, 0, 
25/1/2021, 10:10:30, 43.220966, -2.018955, 7, 101, 687, 21.69, 1003.02, 17.46, 405, 0, 50.50, 21.10, 607, 0, 
25/1/2021, 10:10:49, 43.220917, -2.018850, 6, 130, 701, 21.71, 1003.05, 17.25, 405, 0, 50.20, 21.20, 623, 1, 
25/1/2021, 10:11:9, 43.220898, -2.018828, 7, 100, 712, 21.73, 1003.05, 17.19, 400, 0, 50.30, 21.20, 640, 0, 
25/1/2021, 10:11:28, 43.220921, -2.018878, 8, 97, 722, 21.73, 1003.07, 17.06, 400, 0, 50.10, 21.20, 631, 0, 
25/1/2021, 10:11:47, 43.220921, -2.018876, 8, 101, 735, 21.74, 1003.04, 17.28, 405, 0, 50.20, 21.30, 663, 4, 
25/1/2021, 10:12:6, 43.220955, -2.018945, 8, 87, 747, 21.75, 1003.07, 17.04, 400, 0, 50.20, 21.30, 654, 5, 
25/1/2021, 10:12:25, 43.220989, -2.018931, 8, 113, 761, 21.77, 1003.08, 16.93, 408, 1, 49.90, 21.30, 662, 4, 
25/1/2021, 10:12:44, 43.221027, -2.018961, 8, 88, 778, 21.79, 1003.10, 16.79, 400, 0, 49.90, 21.30, 678, 0, 
25/1/2021, 10:13:3, 43.221035, -2.018932, 8, 113, 791, 21.81, 1003.12, 16.67, 410, 1, 49.70, 21.30, 702, 1, 
25/1/2021, 10:13:22, 43.221039, -2.018886, 8, 113, 802, 21.80, 1003.08, 16.99, 400, 0, 49.70, 21.40, 726, 0, 
25/1/2021, 10:13:41, 43.221024, -2.018859, 7, 114, 816, 21.82, 1003.11, 16.69, 402, 0, 49.50, 21.40, 750, 0, 
25/1/2021, 10:14:0, 43.221073, -2.018928, 8, 87, 820, 21.84, 1003.15, 16.40, 405, 0, 49.50, 21.40, 774, 0, 
25/1/2021, 10:14:19, 43.220978, -2.018782, 8, 88, 839, 21.86, 1003.14, 16.45, 411, 1, 49.10, 21.40, 797, 0, 
25/1/2021, 10:14:38, 43.220921, -2.018740, 8, 87, 854, 21.89, 1003.17, 16.25, 411, 1, 49.40, 21.40, 812, 0, 
25/1/2021, 10:14:57, 43.220921, -2.018750, 9, 119, 864, 21.91, 1003.18, 16.09, 411, 1, 49.20, 21.50, 836, 0, 
25/1/2021, 10:15:16, 43.220905, -2.018737, 8, 96, 877, 21.92, 1003.19, 16.07, 409, 1, 49.30, 21.50, 869, 4, 
25/1/2021, 10:15:35, 43.220871, -2.018692, 8, 96, 890, 21.93, 1003.20, 15.95, 415, 2, 49.40, 21.50, 869, 4, 
25/1/2021, 10:15:54, 43.220818, -2.018606, 8, 96, 905, 21.93, 1003.18, 16.11, 409, 1, 49.10, 21.60, 862, 4, 
25/1/2021, 10:16:13, 43.220806, -2.018604, 8, 96, 914, 21.96, 1003.18, 16.15, 409, 1, 49.00, 21.60, 821, 0, 
25/1/2021, 10:16:32, 43.220818, -2.018618, 8, 96, 931, 21.97, 1003.18, 16.12, 409, 1, 48.90, 21.60, 806, 2, 
25/1/2021, 10:16:51, 43.220860, -2.018689, 8, 96, 50, 21.97, 1003.20, 15.94, 405, 0, 49.10, 21.60, 775, 1, 
25/1/2021, 10:17:10, 43.220840, -2.018671, 9, 97, 58, 21.99, 1003.18, 16.13, 409, 1, 49.00, 21.70, 735, 0, 
25/1/2021, 10:17:29, 43.220886, -2.018766, 8, 97, 75, 21.97, 1003.19, 16.01, 400, 0, 48.70, 21.70, 711, 0, 
25/1/2021, 10:17:48, 43.220924, -2.018763, 8, 97, 89, 21.88, 1003.21, 15.92, 415, 2, 48.90, 21.70, 704, 0, 
25/1/2021, 10:18:7, 43.220867, -2.018621, 8, 97, 102, 21.85, 1003.18, 16.15, 1364, 146, 48.80, 21.70, 713, 3, 
25/1/2021, 10:18:26, 43.220840, -2.018531, 8, 97, 114, 21.86, 1003.20, 15.99, 2226, 278, 48.90, 21.70, 704, 0, 
25/1/2021, 10:18:45, 43.220829, -2.018526, 8, 96, 127, 21.87, 1003.22, 15.79, 686, 43, 49.00, 21.70, 737, 0, 
25/1/2021, 10:19:4, 43.220821, -2.018537, 8, 130, 140, 21.90, 1003.22, 15.76, 2035, 249, 49.00, 21.80, 777, 5, 
25/1/2021, 10:19:23, 43.220772, -2.018505, 7, 161, 53, 21.97, 1003.21, 15.88, 4226, 582, 49.00, 21.80, 808, 3, 
25/1/2021, 10:19:42, 43.220722, -2.018428, 7, 121, 65, 22.04, 1003.22, 15.77, 1068, 101, 49.10, 21.80, 839, 0, 
25/1/2021, 10:20:1, 43.220722, -2.018461, 8, 121, 77, 22.04, 1003.24, 15.59, 3618, 490, 48.90, 21.80, 878, 0, 
25/1/2021, 10:20:20, 43.220676, -2.018376, 9, 161, 92, 22.05, 1003.25, 15.53, 2001, 243, 48.80, 21.80, 950, 1, 
25/1/2021, 10:20:39, 43.220703, -2.018403, 6, 134, 109, 22.12, 1003.29, 15.24, 3618, 490, 48.80, 21.80, 1005, 0, 
25/1/2021, 10:20:58, 43.220718, -2.018432, 8, 112, 112, 22.12, 1003.26, 15.48, 1740, 204, 49.00, 21.90, 1093, 6, 
25/1/2021, 10:21:17, 43.220688, -2.018418, 8, 129, 131, 22.13, 1003.28, 15.26, 1201, 122, 48.90, 21.90, 1139, 0, 
25/1/2021, 10:21:36, 43.220695, -2.018468, 6, 126, 147, 22.18, 1003.30, 15.15, 1310, 138, 48.80, 21.90, 1194, 0, 
25/1/2021, 10:21:55, 43.220760, -2.018522, 8, 112, 155, 22.22, 1003.30, 15.13, 1131, 111, 48.80, 22.00, 1232, 0, 
25/1/2021, 10:22:14, 43.220879, -2.018698, 8, 130, 169, 22.25, 1003.28, 15.25, 1380, 149, 48.90, 21.90, 1280, 5, 
25/1/2021, 10:22:33, 43.221001, -2.018846, 8, 118, 184, 22.28, 1003.33, 14.91, 1083, 104, 49.00, 22.00, 1320, 2, 
25/1/2021, 10:22:52, 43.220921, -2.018774, 8, 118, 197, 22.30, 1003.32, 14.95, 1188, 120, 48.60, 22.10, 1328, 0, 
25/1/2021, 10:23:11, 43.220882, -2.018766, 8, 131, 209, 22.36, 1003.32, 14.98, 1107, 107, 48.50, 22.10, 1344, 0, 
25/1/2021, 10:23:30, 43.220917, -2.018768, 7, 321, 225, 22.36, 1003.29, 15.18, 1380, 149, 48.60, 22.10, 1328, 1, 
25/1/2021, 10:23:49, 43.220936, -2.018728, 8, 113, 235, 22.35, 1003.30, 15.12, 1156, 115, 48.40, 22.20, 1295, 0, 
25/1/2021, 10:24:8, 43.220970, -2.018681, 8, 123, 248, 22.28, 1003.33, 14.89, 1188, 120, 48.40, 22.10, 1271, 0, 
25/1/2021, 10:24:27, 43.220921, -2.018595, 8, 113, 262, 22.27, 1003.34, 14.81, 1310, 138, 48.20, 22.20, 1273, 1, 
25/1/2021, 10:24:46, 43.220879, -2.018578, 8, 113, 273, 22.32, 1003.30, 15.10, 1310, 138, 48.30, 22.30, 1232, 0, 
25/1/2021, 10:25:5, 43.220821, -2.018533, 8, 113, 287, 22.29, 1003.36, 14.62, 1288, 135, 48.20, 22.20, 1225, 1, 
25/1/2021, 10:25:24, 43.220829, -2.018594, 9, 119, 297, 22.32, 1003.33, 14.86, 1404, 152, 48.30, 22.30, 1192, 0, 
25/1/2021, 10:25:43, 43.220825, -2.018632, 8, 133, 316, 22.35, 1003.38, 14.47, 1274, 133, 48.20, 22.30, 1201, 4, 
25/1/2021, 10:26:2, 43.220913, -2.018781, 9, 94, 329, 22.36, 1003.31, 15.00, 1274, 133, 48.00, 22.30, 1192, 0, 
25/1/2021, 10:26:21, 43.220928, -2.018817, 9, 95, 344, 22.37, 1003.35, 14.56, 1274, 133, 48.20, 22.30, 1209, 0, 
25/1/2021, 10:26:40, 43.220970, -2.018864, 9, 101, 352, 22.38, 1003.35, 14.68, 1242, 128, 48.40, 22.30, 1216, 1, 
25/1/2021, 10:26:59, 43.220963, -2.018779, 8, 92, 365, 22.37, 1003.36, 14.60, 1259, 130, 48.10, 22.30, 1256, 0, 
25/1/2021, 10:27:18, 43.220978, -2.018713, 7, 323, 384, 22.40, 1003.34, 14.79, 1156, 115, 48.00, 22.30, 1280, 0, 
25/1/2021, 10:27:37, 43.220943, -2.018632, 9, 115, 394, 22.41, 1003.39, 14.37, 1156, 115, 47.90, 22.40, 1320, 0, 
25/1/2021, 10:27:56, 43.220905, -2.018561, 8, 95, 408, 22.42, 1003.37, 14.55, 1107, 107, 48.10, 22.40, 1319, 0, 
25/1/2021, 10:28:15, 43.220898, -2.018556, 9, 97, 419, 22.45, 1003.38, 14.43, 1215, 124, 48.00, 22.40, 1343, 5, 
25/1/2021, 10:28:34, 43.220905, -2.018691, 9, 90, 429, 22.47, 1003.38, 14.46, 1171, 117, 47.80, 22.40, 1383, 1, 
25/1/2021, 10:28:53, 43.220982, -2.018813, 9, 115, 448, 22.48, 1003.37, 14.56, 1188, 120, 47.60, 22.40, 1390, 0, 
25/1/2021, 10:29:12, 43.221016, -2.018817, 9, 112, 462, 22.49, 1003.35, 14.69, 1156, 115, 47.60, 22.50, 1407, 0, 
25/1/2021, 10:29:31, 43.220947, -2.018698, 9, 115, 476, 22.51, 1003.38, 14.42, 1171, 117, 47.60, 22.50, 1357, 1, 
25/1/2021, 10:29:50, 43.221016, -2.018839, 8, 166, 492, 22.54, 1003.36, 14.58, 1201, 122, 47.70, 22.50, 1335, 0, 
25/1/2021, 10:30:9, 43.221153, -2.019056, 9, 112, 500, 22.53, 1003.36, 14.59, 1171, 117, 47.80, 22.50, 1264, 0, 
25/1/2021, 10:30:28, 43.221066, -2.018919, 8, 161, 514, 22.53, 1003.35, 14.68, 1201, 122, 47.80, 22.50, 1185, 0, 
25/1/2021, 10:30:47, 43.221073, -2.018874, 9, 161, 531, 22.52, 1003.37, 14.52, 1188, 120, 47.80, 22.50, 1106, 0, 
25/1/2021, 10:31:6, 43.221127, -2.018913, 9, 90, 540, 22.53, 1003.37, 14.51, 1171, 117, 47.70, 22.60, 1027, 0, 
25/1/2021, 10:31:25, 43.221149, -2.018974, 8, 138, 558, 22.53, 1003.41, 14.19, 1171, 117, 47.70, 22.60, 939, 0, 
25/1/2021, 10:31:44, 43.220993, -2.018761, 9, 120, 568, 22.55, 1003.40, 14.31, 1201, 122, 47.70, 22.60, 893, 2, 
25/1/2021, 10:32:3, 43.220993, -2.018743, 8, 94, 586, 22.55, 1003.38, 14.48, 1171, 117, 47.60, 22.50, 829, 0, 
25/1/2021, 10:32:22, 43.221050, -2.018736, 9, 117, 596, 22.55, 1003.42, 14.14, 1171, 117, 47.80, 22.60, 781, 2, 
25/1/2021, 10:32:41, 43.221119, -2.018797, 9, 161, 611, 22.55, 1003.44, 13.98, 1171, 117, 47.80, 22.60, 766, 0, 
25/1/2021, 10:33:0, 43.221203, -2.018873, 8, 121, 627, 22.57, 1003.43, 14.00, 1144, 113, 47.30, 22.60, 726, 2, 
25/1/2021, 10:33:19, 43.221169, -2.018750, 9, 94, 637, 22.54, 1003.45, 13.89, 1144, 113, 47.30, 22.60, 719, 0, 
25/1/2021, 10:33:38, 43.221184, -2.018683, 9, 121, 653, 22.57, 1003.47, 13.73, 1131, 111, 47.30, 22.60, 711, 0, 
25/1/2021, 10:33:57, 43.221226, -2.018671, 8, 118, 665, 22.60, 1003.47, 13.72, 1107, 107, 47.10, 22.60, 711, 0, 
25/1/2021, 10:34:16, 43.221130, -2.018576, 9, 118, 674, 22.63, 1003.47, 13.66, 1107, 107, 47.00, 22.60, 711, 6, 
25/1/2021, 10:34:36, 43.221077, -2.018484, 9, 95, 694, 22.65, 1003.47, 13.71, 1083, 104, 47.00, 22.60, 728, 0, 
25/1/2021, 10:34:55, 43.220966, -2.018401, 9, 111, 704, 22.65, 1003.49, 13.49, 1083, 104, 46.90, 22.60, 719, 0, 
25/1/2021, 10:35:14, 43.220867, -2.018342, 8, 94, 718, 22.60, 1003.48, 13.62, 1131, 111, 46.80, 22.60, 735, 0, 
25/1/2021, 10:35:33, 43.220913, -2.018453, 9, 113, 733, 22.47, 1003.46, 13.80, 1144, 113, 46.90, 22.60, 751, 0, 
25/1/2021, 10:35:52, 43.220882, -2.018444, 9, 142, 748, 22.50, 1003.49, 13.56, 990, 89, 47.40, 22.60, 759, 0, 
25/1/2021, 10:36:11, 43.220913, -2.018488, 7, 134, 762, 22.47, 1003.51, 13.36, 1083, 104, 47.20, 22.60, 766, 0, 
25/1/2021, 10:36:30, 43.220947, -2.018559, 7, 168, 779, 22.47, 1003.51, 13.37, 990, 89, 47.10, 22.60, 774, 0, 
25/1/2021, 10:36:49, 43.221123, -2.018826, 7, 126, 794, 22.47, 1003.52, 13.27, 1044, 98, 47.30, 22.60, 797, 2, 
25/1/2021, 10:37:8, 43.221161, -2.018923, 7, 126, 806, 22.48, 1003.51, 13.35, 1012, 93, 47.20, 22.60, 830, 0, 
25/1/2021, 10:37:27, 43.221153, -2.018907, 8, 131, 819, 22.51, 1003.52, 13.30, 972, 87, 47.40, 22.60, 838, 0, 
25/1/2021, 10:37:46, 43.221111, -2.018848, 6, 281, 838, 22.51, 1003.52, 13.26, 1012, 93, 47.20, 22.60, 845, 3, 
25/1/2021, 10:38:5, 43.221066, -2.018848, 7, 145, 846, 22.50, 1003.48, 13.60, 961, 85, 47.40, 22.60, 869, 3, 
25/1/2021, 10:38:24, 43.221035, -2.018810, 8, 145, 857, 22.52, 1003.49, 13.50, 1001, 91, 47.60, 22.60, 876, 1, 
25/1/2021, 10:38:43, 43.221081, -2.018768, 7, 393, 878, 22.51, 1003.51, 13.32, 951, 83, 47.60, 22.60, 900, 1, 
25/1/2021, 10:39:2, 43.221100, -2.018761, 7, 146, 889, 22.46, 1003.50, 13.43, 905, 76, 47.70, 22.70, 924, 0, 
25/1/2021, 10:39:21, 43.221130, -2.018764, 7, 442, 907, 22.46, 1003.50, 13.41, 853, 69, 47.50, 22.70, 948, 0, 
25/1/2021, 10:39:40, 43.221184, -2.018803, 7, 179, 919, 22.48, 1003.50, 13.40, 840, 67, 47.40, 22.60, 963, 4, 
