FECHA, HORA, LATITUD, LONGITUD, SATELITES, PRECISION, AGE, TEMPERATURA_BMP, PRESION_BMP, ALTITUD_BMP, CO2, TVOC, HUMEDAD_DHT, TEMPERATURA_DHT, LUZ_TSL, LUZ_UV
21/1/2021, 10:3:13, 43.220470, -2.017267, 6, 197, 87, 15.54, 999.08, 50.72, 423, 3, 54.00, 15.40, 4483, 12, 
21/1/2021, 10:3:32, 43.220440, -2.017131, 6, 198, 87, 15.64, 999.05, 50.93, 445, 6, 54.10, 15.40, 4496, 7, 
21/1/2021, 10:3:51, 43.220394, -2.016960, 6, 1200, 97, 15.65, 999.08, 50.69, 436, 5, 53.70, 15.40, 4534, 4, 
21/1/2021, 10:4:10, 43.220425, -2.017073, 6, 1201, 113, 15.67, 998.95, 51.73, 441, 6, 53.80, 15.50, 4571, 3, 
21/1/2021, 10:4:29, 43.220375, -2.016879, 6, 200, 124, 15.70, 998.98, 51.53, 441, 6, 53.80, 15.50, 4608, 7, 
21/1/2021, 10:4:48, 43.220379, -2.016899, 6, 201, 149, 15.72, 998.95, 51.78, 472, 10, 53.50, 15.50, 4634, 8, 
21/1/2021, 10:5:7, 43.220371, -2.016880, 7, 201, 157, 15.75, 999.07, 50.76, 459, 8, 53.60, 15.60, 4677, 10, 
21/1/2021, 10:5:26, 43.220402, -2.017000, 7, 202, 174, 15.66, 999.00, 51.35, 436, 5, 53.30, 15.60, 4721, 8, 
21/1/2021, 10:5:45, 43.220455, -2.017231, 7, 147, 183, 15.65, 999.10, 50.46, 448, 7, 53.60, 15.50, 4770, 7, 
21/1/2021, 10:6:4, 43.220482, -2.017323, 7, 203, 199, 15.66, 999.09, 50.58, 432, 4, 53.70, 15.60, 4783, 8, 
21/1/2021, 10:6:23, 43.220497, -2.017386, 7, 147, 203, 15.68, 998.98, 51.48, 441, 6, 53.50, 15.60, 4801, 14, 
21/1/2021, 10:6:42, 43.220501, -2.017408, 7, 147, 219, 15.70, 998.95, 51.79, 441, 6, 53.40, 15.60, 4818, 6, 
21/1/2021, 10:7:1, 43.220505, -2.017457, 6, 162, 223, 15.70, 999.04, 50.96, 432, 4, 53.40, 15.60, 4836, 8, 
21/1/2021, 10:7:20, 43.220535, -2.017539, 5, 1216, 248, 15.64, 999.11, 50.76, 410, 1, 53.30, 15.60, 4841, 12, 
21/1/2021, 10:7:39, 43.220566, -2.017639, 6, 207, 257, 15.72, 999.14, 50.17, 425, 3, 53.50, 15.50, 4835, 8, 
21/1/2021, 10:7:58, 43.220558, -2.017622, 5, 1219, 276, 15.73, 999.03, 51.08, 420, 3, 53.10, 15.60, 4846, 7, 
21/1/2021, 10:8:17, 43.220531, -2.017486, 6, 161, 281, 15.74, 999.07, 50.71, 423, 3, 53.10, 15.60, 4882, 7, 
21/1/2021, 10:8:36, 43.220505, -2.017315, 7, 146, 277, 15.78, 998.91, 52.11, 420, 3, 53.10, 15.60, 4895, 3, 
21/1/2021, 10:8:55, 43.220512, -2.017355, 6, 209, 307, 15.70, 999.01, 51.21, 405, 0, 53.10, 15.70, 4908, 12, 
21/1/2021, 10:9:14, 43.220528, -2.017450, 7, 146, 315, 15.72, 999.01, 51.24, 415, 2, 53.20, 15.60, 4963, 7, 
21/1/2021, 10:9:33, 43.220528, -2.017455, 7, 146, 312, 15.78, 999.05, 50.93, 420, 3, 53.20, 15.60, 4993, 8, 
21/1/2021, 10:9:52, 43.220520, -2.017407, 7, 146, 338, 15.75, 998.99, 51.42, 420, 3, 53.20, 15.70, 5036, 11, 
21/1/2021, 10:10:11, 43.220509, -2.017346, 5, 1236, 358, 15.79, 999.01, 51.23, 425, 3, 53.40, 15.60, 5037, 7, 
21/1/2021, 10:10:30, 43.220512, -2.017362, 6, 213, 366, 15.80, 999.01, 51.24, 432, 4, 53.40, 15.60, 5086, 12, 
21/1/2021, 10:10:49, 43.220516, -2.017376, 7, 146, 373, 15.90, 999.01, 51.22, 448, 7, 53.40, 15.60, 5105, 8, 
21/1/2021, 10:11:8, 43.220512, -2.017314, 5, 1244, 392, 15.87, 998.98, 51.49, 445, 6, 53.20, 15.60, 5136, 7, 
21/1/2021, 10:11:27, 43.220524, -2.017370, 5, 1247, 406, 15.93, 998.91, 52.09, 441, 6, 53.60, 15.60, 5131, 9, 
21/1/2021, 10:11:46, 43.220505, -2.017238, 6, 216, 416, 15.99, 999.00, 51.25, 461, 9, 53.10, 15.70, 5155, 12, 
21/1/2021, 10:12:5, 43.220490, -2.017141, 5, 1254, 427, 16.04, 999.02, 51.18, 482, 12, 53.10, 15.70, 5155, 12, 
21/1/2021, 10:12:24, 43.220486, -2.017128, 5, 1257, 440, 16.03, 998.96, 51.65, 477, 11, 53.10, 15.80, 5149, 8, 
21/1/2021, 10:12:43, 43.220486, -2.017126, 5, 1260, 455, 16.06, 998.87, 52.38, 459, 8, 53.10, 15.80, 5155, 15, 
21/1/2021, 10:13:2, 43.220493, -2.017153, 5, 1264, 466, 16.03, 998.79, 53.14, 441, 6, 52.70, 15.80, 5162, 6, 
21/1/2021, 10:13:21, 43.220493, -2.017155, 6, 156, 474, 16.06, 998.90, 52.19, 482, 12, 52.80, 15.80, 5179, 7, 
21/1/2021, 10:13:40, 43.220486, -2.017099, 5, 1271, 492, 16.11, 999.00, 51.33, 488, 13, 52.70, 15.80, 5150, 7, 
21/1/2021, 10:13:59, 43.220493, -2.017145, 6, 155, 499, 16.14, 998.93, 51.93, 477, 11, 52.70, 15.90, 5186, 12, 
21/1/2021, 10:14:18, 43.220497, -2.017190, 6, 155, 509, 15.98, 998.92, 52.04, 451, 7, 52.70, 15.90, 5168, 13, 
21/1/2021, 10:14:37, 43.220509, -2.017289, 6, 155, 522, 16.02, 998.99, 51.42, 461, 9, 52.90, 15.80, 5168, 7, 
21/1/2021, 10:14:56, 43.220520, -2.017350, 7, 154, 534, 16.02, 999.04, 50.97, 445, 6, 52.70, 15.90, 5192, 10, 
21/1/2021, 10:15:15, 43.220524, -2.017409, 5, 1291, 553, 15.95, 998.98, 51.46, 407, 1, 52.40, 15.90, 5183, 9, 
21/1/2021, 10:15:34, 43.220531, -2.017477, 5, 1295, 564, 16.00, 998.97, 51.57, 405, 0, 52.40, 15.90, 5208, 11, 
21/1/2021, 10:15:53, 43.220543, -2.017580, 6, 154, 558, 16.09, 999.04, 50.98, 420, 3, 52.10, 15.90, 5260, 7, 
21/1/2021, 10:16:12, 43.220547, -2.017620, 6, 153, 584, 16.09, 998.98, 51.49, 425, 3, 51.90, 15.90, 5305, 7, 
21/1/2021, 10:16:31, 43.220543, -2.017623, 6, 153, 595, 16.08, 998.94, 51.81, 420, 3, 52.10, 15.90, 5352, 8, 
21/1/2021, 10:16:50, 43.220539, -2.017598, 6, 1314, 607, 16.12, 998.91, 52.08, 425, 3, 52.30, 16.00, 5392, 15, 
21/1/2021, 10:17:9, 43.220543, -2.017601, 6, 152, 620, 16.04, 998.63, 54.48, 405, 0, 52.20, 16.00, 5430, 8, 
21/1/2021, 10:17:28, 43.220543, -2.017593, 6, 1323, 634, 16.06, 998.98, 51.52, 415, 2, 52.10, 16.00, 5454, 7, 
21/1/2021, 10:17:47, 43.220543, -2.017587, 6, 152, 644, 16.04, 998.87, 52.38, 407, 1, 52.20, 16.00, 5472, 9, 
21/1/2021, 10:18:6, 43.220543, -2.017600, 6, 152, 657, 16.09, 998.93, 51.90, 425, 3, 52.10, 16.10, 5470, 7, 
21/1/2021, 10:18:25, 43.220539, -2.017593, 6, 152, 669, 16.15, 999.03, 51.39, 445, 6, 52.20, 16.00, 5451, 7, 
21/1/2021, 10:18:44, 43.220539, -2.017595, 6, 151, 681, 16.11, 998.95, 51.78, 432, 4, 52.00, 16.00, 5461, 9, 
21/1/2021, 10:19:3, 43.220543, -2.017606, 6, 151, 693, 16.19, 998.91, 52.05, 432, 4, 52.20, 16.00, 5441, 11, 
21/1/2021, 10:19:22, 43.220543, -2.017593, 6, 151, 705, 16.17, 998.93, 51.89, 423, 3, 52.00, 16.10, 5451, 7, 
21/1/2021, 10:19:41, 43.220547, -2.017673, 5, 1361, 718, 16.22, 998.89, 52.25, 423, 3, 51.80, 16.10, 5475, 7, 
21/1/2021, 10:20:0, 43.220558, -2.017793, 5, 1367, 723, 16.20, 999.03, 51.05, 425, 3, 51.70, 16.10, 5469, 9, 
21/1/2021, 10:20:19, 43.220528, -2.017512, 6, 150, 740, 16.21, 999.00, 51.36, 425, 3, 51.90, 16.10, 5490, 7, 
21/1/2021, 10:20:38, 43.220524, -2.017439, 6, 150, 750, 16.20, 998.97, 51.61, 425, 3, 51.80, 16.20, 5469, 14, 
21/1/2021, 10:20:57, 43.220520, -2.017406, 7, 141, 761, 16.25, 999.00, 51.29, 423, 3, 51.80, 16.10, 5451, 15, 
21/1/2021, 10:21:16, 43.220528, -2.017430, 6, 235, 775, 16.32, 999.04, 50.99, 441, 6, 51.70, 16.20, 5443, 8, 
21/1/2021, 10:21:35, 43.220520, -2.017465, 6, 1397, 794, 16.19, 998.96, 51.67, 410, 1, 51.50, 16.20, 5466, 12, 
21/1/2021, 10:21:54, 43.220535, -2.017456, 6, 236, 805, 16.21, 998.93, 51.90, 410, 1, 51.80, 16.10, 5459, 14, 
21/1/2021, 10:22:13, 43.220543, -2.017464, 6, 237, 815, 16.17, 998.97, 51.59, 407, 1, 51.70, 16.10, 5493, 14, 
21/1/2021, 10:22:32, 43.220543, -2.017481, 6, 237, 827, 16.13, 999.08, 50.66, 403, 0, 51.70, 16.10, 5506, 9, 
21/1/2021, 10:22:51, 43.220551, -2.017482, 6, 238, 840, 16.08, 999.03, 51.07, 400, 0, 51.70, 16.10, 5519, 8, 
21/1/2021, 10:23:10, 43.220558, -2.017484, 6, 238, 850, 16.02, 999.26, 49.10, 400, 0, 51.90, 16.00, 5563, 15, 
21/1/2021, 10:23:29, 43.220551, -2.017404, 6, 239, 864, 16.05, 999.08, 50.68, 409, 1, 52.00, 15.90, 5600, 8, 
21/1/2021, 10:23:49, 43.220516, -2.017208, 6, 239, 875, 16.10, 999.11, 50.39, 423, 3, 52.10, 15.90, 5607, 15, 
21/1/2021, 10:24:8, 43.220524, -2.017246, 6, 240, 886, 16.12, 998.87, 52.45, 423, 3, 52.20, 16.00, 5631, 7, 
21/1/2021, 10:24:27, 43.220535, -2.017353, 6, 240, 901, 16.11, 999.09, 50.54, 427, 4, 52.10, 16.00, 5649, 16, 
21/1/2021, 10:24:46, 43.220543, -2.017426, 6, 241, 914, 16.13, 999.07, 50.78, 420, 3, 52.40, 16.00, 5649, 7, 
21/1/2021, 10:25:5, 43.220551, -2.017469, 6, 241, 927, 16.19, 999.11, 50.38, 427, 4, 52.30, 16.00, 5686, 10, 
21/1/2021, 10:25:24, 43.220558, -2.017531, 6, 242, 40, 16.15, 999.09, 50.47, 423, 3, 52.00, 16.00, 5699, 8, 
21/1/2021, 10:25:43, 43.220554, -2.017469, 6, 242, 55, 16.27, 999.10, 50.50, 454, 8, 52.00, 16.00, 5717, 14, 
21/1/2021, 10:26:2, 43.220505, -2.016895, 6, 148, 63, 16.34, 999.12, 50.32, 448, 7, 51.90, 16.10, 5728, 8, 
21/1/2021, 10:26:21, 43.220505, -2.016868, 7, 130, 72, 16.29, 999.13, 50.19, 438, 5, 51.70, 16.10, 5728, 7, 
21/1/2021, 10:26:40, 43.220505, -2.016854, 7, 130, 87, 16.20, 999.18, 49.78, 423, 3, 51.70, 16.10, 5689, 7, 
21/1/2021, 10:26:59, 43.220505, -2.016868, 7, 130, 102, 16.16, 999.19, 49.73, 433, 5, 52.00, 16.10, 5757, 12, 
21/1/2021, 10:27:18, 43.220505, -2.016863, 6, 148, 111, 16.19, 999.23, 49.37, 438, 5, 52.10, 16.10, 5753, 14, 
21/1/2021, 10:27:37, 43.220497, -2.016869, 6, 147, 121, 16.25, 999.24, 49.27, 454, 8, 51.80, 16.10, 5759, 7, 
21/1/2021, 10:27:56, 43.220493, -2.016921, 7, 147, 136, 16.16, 999.17, 49.90, 433, 5, 51.80, 16.10, 5765, 7, 
21/1/2021, 10:28:15, 43.220486, -2.016939, 7, 102, 151, 16.20, 999.20, 49.65, 438, 5, 52.00, 16.10, 5783, 9, 
21/1/2021, 10:28:34, 43.220482, -2.016937, 7, 96, 54, 16.25, 999.07, 50.73, 441, 6, 51.80, 16.10, 5775, 12, 
21/1/2021, 10:28:53, 43.220482, -2.016943, 6, 119, 68, 16.25, 999.21, 49.55, 427, 4, 51.50, 16.10, 5756, 11, 
21/1/2021, 10:29:12, 43.220486, -2.016986, 7, 102, 82, 16.22, 999.17, 49.89, 427, 4, 51.50, 16.10, 5756, 11, 
21/1/2021, 10:29:31, 43.220486, -2.016950, 6, 119, 94, 16.26, 999.22, 49.50, 438, 5, 51.80, 16.10, 5780, 8, 
21/1/2021, 10:29:50, 43.220486, -2.016926, 5, 207, 110, 16.27, 999.16, 49.99, 441, 6, 51.70, 16.10, 5804, 9, 
21/1/2021, 10:30:9, 43.220486, -2.016941, 6, 120, 117, 16.32, 999.19, 49.73, 441, 6, 51.50, 16.10, 5793, 12, 
21/1/2021, 10:30:28, 43.220486, -2.016957, 6, 120, 130, 16.37, 999.13, 50.22, 457, 8, 51.40, 16.10, 5822, 12, 
21/1/2021, 10:30:47, 43.220512, -2.016863, 6, 120, 142, 16.38, 999.19, 49.74, 454, 8, 51.40, 16.20, 5817, 7, 
21/1/2021, 10:31:6, 43.220520, -2.016848, 6, 120, 155, 16.33, 999.19, 49.74, 438, 5, 51.40, 16.20, 5860, 7, 
21/1/2021, 10:31:25, 43.220520, -2.016837, 7, 121, 165, 16.30, 999.14, 50.12, 438, 5, 51.50, 16.20, 4865, 9, 
