27/1/2021, 9:32:17, 43.220364, -2.018468, 8, 144, 308, 20.79, 1016.76, -97.37, 2973, 391, 56.20, 20.90, 544, 0
27/1/2021, 9:32:36, 43.220490, -2.018433, 7, 130, 321, 20.80, 1016.83, -97.98, 3101, 411, 56.30, 20.90, 561, 0
27/1/2021, 9:32:55, 43.220535, -2.018457, 7, 171, 333, 20.79, 1016.86, -98.23, 2727, 354, 56.00, 20.80, 561, 0
27/1/2021, 9:33:14, 43.220680, -2.018424, 8, 130, 343, 20.79, 1016.81, -97.85, 2772, 361, 56.30, 20.90, 561, 0
27/1/2021, 9:33:33, 43.220860, -2.018497, 7, 130, 360, 20.80, 1016.86, -98.22, 1855, 221, 56.60, 20.90, 568, 0
27/1/2021, 9:33:52, 43.221329, -2.018592, 7, 145, 370, 20.80, 1016.82, -97.89, 1390, 150, 56.50, 20.90, 585, 0
27/1/2021, 9:34:11, 43.221512, -2.018572, 6, 139, 385, 20.82, 1016.77, -97.47, 1302, 137, 56.10, 21.00, 575, 0
27/1/2021, 9:34:30, 43.221443, -2.018638, 7, 130, 396, 20.84, 1016.74, -97.21, 1314, 139, 56.10, 20.90, 592, 0
27/1/2021, 9:34:49, 43.221470, -2.018638, 6, 146, 411, 20.87, 1016.78, -97.61, 1231, 126, 56.20, 20.90, 592, 0
27/1/2021, 9:35:8, 43.221462, -2.018699, 6, 160, 423, 20.89, 1016.81, -97.84, 1054, 99, 56.10, 21.00, 601, 0
27/1/2021, 9:35:27, 43.221317, -2.018788, 7, 130, 432, 20.91, 1016.85, -98.20, 1214, 124, 56.10, 21.00, 568, 0
27/1/2021, 9:35:46, 43.221191, -2.018816, 6, 161, 449, 20.88, 1016.87, -98.29, 1489, 165, 55.90, 20.90, 577, 0
27/1/2021, 9:36:5, 43.221104, -2.018802, 7, 130, 457, 20.89, 1016.93, -98.83, 1372, 148, 56.00, 21.00, 561, 0
27/1/2021, 9:36:24, 43.221069, -2.018644, 7, 131, 468, 20.82, 1016.98, -99.24, 1099, 106, 56.40, 21.00, 544, 0
27/1/2021, 9:36:43, 43.221081, -2.018684, 7, 131, 482, 20.81, 1016.88, -98.39, 1255, 130, 56.90, 21.00, 553, 0
27/1/2021, 9:37:2, 43.221149, -2.018777, 7, 131, 495, 20.82, 1016.83, -98.00, 1214, 124, 56.50, 21.10, 537, 0
27/1/2021, 9:37:21, 43.221043, -2.018731, 7, 131, 505, 20.84, 1016.86, -98.24, 1390, 150, 56.10, 21.10, 520, 0
27/1/2021, 9:37:40, 43.220947, -2.018627, 7, 159, 521, 20.84, 1016.86, -98.27, 1438, 158, 55.90, 21.10, 520, 0
27/1/2021, 9:37:59, 43.221001, -2.018489, 7, 131, 532, 20.82, 1016.80, -97.72, 1255, 130, 56.10, 21.10, 520, 0
27/1/2021, 9:38:18, 43.221199, -2.018523, 7, 176, 549, 20.88, 1016.83, -98.02, 1270, 132, 56.30, 21.10, 537, 0
27/1/2021, 9:38:37, 43.221813, -2.018726, 7, 131, 559, 20.89, 1016.82, -97.93, 1189, 120, 56.20, 21.10, 537, 0
27/1/2021, 9:38:56, 43.221664, -2.018960, 7, 142, 569, 20.89, 1016.79, -97.68, 1243, 128, 56.40, 21.10, 544, 0
27/1/2021, 9:39:15, 43.221451, -2.019115, 7, 131, 570, 20.87, 1016.81, -97.84, 1255, 130, 56.20, 21.10, 577, 0
27/1/2021, 9:39:34, 43.221474, -2.019160, 7, 131, 599, 20.89, 1016.84, -98.08, 1390, 150, 56.10, 21.10, 577, 0
27/1/2021, 9:39:53, 43.221428, -2.019178, 7, 142, 608, 20.92, 1016.83, -98.03, 1329, 141, 56.00, 21.10, 544, 0
27/1/2021, 9:40:12, 43.221279, -2.018970, 7, 131, 621, 20.93, 1016.83, -97.99, 1390, 150, 56.20, 21.10, 553, 0
27/1/2021, 9:40:31, 43.221088, -2.018848, 7, 131, 634, 20.93, 1016.86, -98.22, 1359, 146, 56.30, 21.10, 553, 0
27/1/2021, 9:40:50, 43.220943, -2.018681, 7, 132, 645, 20.95, 1016.87, -98.36, 1345, 143, 56.00, 21.10, 537, 0
27/1/2021, 9:41:9, 43.220947, -2.018644, 7, 134, 656, 20.99, 1016.86, -98.23, 1302, 137, 55.80, 21.10, 553, 0
27/1/2021, 9:41:28, 43.220802, -2.018720, 7, 134, 670, 20.99, 1016.86, -98.25, 1314, 139, 55.90, 21.10, 553, 0
27/1/2021, 9:41:47, 43.220791, -2.018764, 7, 149, 680, 20.98, 1016.91, -98.66, 1243, 128, 56.00, 21.10, 537, 0
27/1/2021, 9:42:6, 43.220814, -2.018647, 7, 164, 698, 20.99, 1016.90, -98.55, 1243, 128, 55.80, 21.20, 537, 0
27/1/2021, 9:42:25, 43.220501, -2.018667, 7, 150, 697, 20.99, 1016.90, -98.54, 1231, 126, 55.90, 21.20, 537, 0
27/1/2021, 9:42:44, 43.220226, -2.018582, 7, 155, 710, 21.00, 1016.88, -98.44, 1153, 114, 56.10, 21.10, 553, 0
27/1/2021, 9:43:3, 43.220127, -2.018555, 7, 132, 735, 21.01, 1016.90, -98.55, 1180, 118, 56.40, 21.20, 553, 0
27/1/2021, 9:43:22, 43.220409, -2.018627, 7, 132, 748, 21.01, 1016.85, -98.16, 1214, 124, 56.30, 21.20, 537, 0
